,genre,artist,song,lyrics
772,Country,Marty Robbins,El Pa,The handsome young stranger lay dead on the floor
774,Country,Marty Robbins,El Pa,Just for a moment I stood there in silence
775,Country,Marty Robbins,El Pa,Shocked by the foul evil deed I had done
776,Country,Marty Robbins,El Pa,Many thoughts raced through my mind as I stood there
777,Country,Marty Robbins,El Pa,I had but one chance and that was to run
779,Country,Marty Robbins,El Pa,Out through the back door of Rosa's I ran
780,Country,Marty Robbins,El Pa,Out where the horses were tied
781,Country,Marty Robbins,El Pa,I caught a good one
782,Country,Marty Robbins,El Pa,It looked like it could run
783,Country,Marty Robbins,El Pa,Up on its back
784,Country,Marty Robbins,El Pa,And away I did ride
786,Country,Marty Robbins,El Pa,Just as fast as I
787,Country,Marty Robbins,El Pa,Could from the West Texas town of El Paso
788,Country,Marty Robbins,El Pa,Out to the bad-lands of New Mexico
790,Country,Marty Robbins,El Pa,Back in El Paso my life would be worthless
791,Country,Marty Robbins,El Pa,Everything's gone in lifenothing is left
792,Country,Marty Robbins,El Pa,It's been so long since I've seen the young maiden
793,Country,Marty Robbins,El Pa,My love is stronger than my fear of death
795,Country,Marty Robbins,El Pa,I saddled up and away I did go
796,Country,Marty Robbins,El Pa,Riding alone in the dark
797,Country,Marty Robbins,El Pa,Maybe tomorrow
798,Country,Marty Robbins,El Pa,A bullet may find me
799,Country,Marty Robbins,El Pa,Tonight nothing's worse than this
800,Country,Marty Robbins,El Pa,Pain in my heart
802,Country,Marty Robbins,El Pa,And at last here I
803,Country,Marty Robbins,El Pa,Am on the hill overlooking El Paso
804,Country,Marty Robbins,El Pa,I can see Rosa's cantina below
805,Country,Marty Robbins,El Pa,My love is strong and it pushes me onward
806,Country,Marty Robbins,El Pa,Down off the hill to Felina I go
808,Country,Marty Robbins,El Pa,Off to my right I see five mounted cowboys
809,Country,Marty Robbins,El Pa,Off to my left ride a dozen or more
810,Country,Marty Robbins,El Pa,Shouting and shooting I can't let them catch me
811,Country,Marty Robbins,El Pa,I have to make it to Rosa's back door
813,Country,Marty Robbins,El Pa,Something is dreadfully wrong for I feel
814,Country,Marty Robbins,El Pa,A deep burning pain in my side
815,Country,Marty Robbins,El Pa,Though I am trying
816,Country,Marty Robbins,El Pa,To stay in the saddle
817,Country,Marty Robbins,El Pa,I'm getting weary
818,Country,Marty Robbins,El Pa,Unable to ride
820,Country,Marty Robbins,El Pa,But my love for
821,Country,Marty Robbins,El Pa,Felina is strong and I rise where I've fallen
822,Country,Marty Robbins,El Pa,Though I am weary I can't stop to rest
823,Country,Marty Robbins,El Pa,I see the white puff of smoke from the rifle
824,Country,Marty Robbins,El Pa,I feel the bullet go deep in my chest
826,Country,Marty Robbins,El Pa,From out of nowhere Felina has found me
827,Country,Marty Robbins,El Pa,Kissing my cheek as she kneels by my side
828,Country,Marty Robbins,El Pa,Cradled by two loving arms that I'll die for
829,Country,Marty Robbins,El Pa,"One little kiss and Felina, good-bye"
831,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Cowboys ain't easy to love and they're harder to hold
832,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",They'd rather give you a song than diamonds or gold
833,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Lone star belt buckles and old faded Levis
834,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",And each night begins a new day
835,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo","If you don't understand him, an' he don't die young"
836,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",He'll prob'ly just ride away
838,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo","Mamas, don't let your babies grow up to be cowboys"
839,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Don't let 'em pick guitars or drive them old trucks
840,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Let 'em be doctors and lawyers and such
841,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Mamas don't let your babies grow up to be cowboys
842,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",'Cause they'll never stay home and they're always alone
843,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Even with someone they love
845,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Cowboys like smoky old pool rooms and clear mountain mornings
846,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Little warm puppies and children and girls of the night
847,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Them that don't know him won't like him and them that do
848,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Sometimes won't know how to take him
849,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo","He ain't wrong, he's just different"
850,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",But his pride won't let him do things to make you think he's right
852,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo","Mamas, don't let your babies grow up to be cowboys"
853,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Don't let 'em pick guitars or drive them old trucks
854,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Let 'em be doctors and lawyers and such
855,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Mamas don't let your babies grow up to be cowboys
856,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",'Cause they'll never stay home and they're always alone
857,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Even with someone they love
859,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo","Mamas, don't let your babies grow up to be cowboys"
860,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Don't let 'em pick guitars or drive them old trucks
861,Country,Waylon Jennings &amp; Willie Nelson,"Mammas, Don't Let Your Babies Grow Up to Be Cowbo",Let 'em be doctors and lawyers and such
863,Country,Ernest Tubb,Walkin' the Floor Over Y,I'm walkin' the floor over you
864,Country,Ernest Tubb,Walkin' the Floor Over Y,I can't sleep a wink that is true
865,Country,Ernest Tubb,Walkin' the Floor Over Y,I'm hoping and I'm prayin'
866,Country,Ernest Tubb,Walkin' the Floor Over Y,As my heart breaks right in two
867,Country,Ernest Tubb,Walkin' the Floor Over Y,Walkin' the floor over you
869,Country,Ernest Tubb,Walkin' the Floor Over Y,"Well, you left me and you went away"
870,Country,Ernest Tubb,Walkin' the Floor Over Y,You said that you'd be back in just a day
871,Country,Ernest Tubb,Walkin' the Floor Over Y,"Well, you've broken your promise"
872,Country,Ernest Tubb,Walkin' the Floor Over Y,And you left me here alone
873,Country,Ernest Tubb,Walkin' the Floor Over Y,"I don't know why you did, dear"
874,Country,Ernest Tubb,Walkin' the Floor Over Y,But I do know that you're gone
876,Country,Ernest Tubb,Walkin' the Floor Over Y,I'm walkin' the floor over you
877,Country,Ernest Tubb,Walkin' the Floor Over Y,I can't sleep a wink that is true
878,Country,Ernest Tubb,Walkin' the Floor Over Y,I'm hoping and I'm prayin'
879,Country,Ernest Tubb,Walkin' the Floor Over Y,As my heart breaks right in two
880,Country,Ernest Tubb,Walkin' the Floor Over Y,Walkin' the floor over you
882,Country,Ernest Tubb,Walkin' the Floor Over Y,Now someday you may be lonesome too
883,Country,Ernest Tubb,Walkin' the Floor Over Y,Walkin' the floor is good for you
884,Country,Ernest Tubb,Walkin' the Floor Over Y,Just keep right on walkin'
885,Country,Ernest Tubb,Walkin' the Floor Over Y,And it won't hurt you to cry
886,Country,Ernest Tubb,Walkin' the Floor Over Y,"Remember, that I loved you"
887,Country,Ernest Tubb,Walkin' the Floor Over Y,And I will the day I die
889,Country,Ernest Tubb,Walkin' the Floor Over Y,I'm walkin' the floor over you
890,Country,Ernest Tubb,Walkin' the Floor Over Y,I can't sleep a wink that is true
891,Country,Ernest Tubb,Walkin' the Floor Over Y,I'm hoping and I'm prayin'
892,Country,Ernest Tubb,Walkin' the Floor Over Y,As my heart breaks right in two
893,Country,Ernest Tubb,Walkin' the Floor Over Y,Walkin' the floor over you
895,Country,Buck Owens,I've Got A Tiger By The Ta,"I've got a tiger by the tail, it's plain to see"
896,Country,Buck Owens,I've Got A Tiger By The Ta,I won't be much when you get through with me
897,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, I'm a losing weight and a turnin' mighty pale"
898,Country,Buck Owens,I've Got A Tiger By The Ta,Looks like I've got a tiger by the tail
900,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, I thought the day I met you, you were meek as a lamb"
901,Country,Buck Owens,I've Got A Tiger By The Ta,Just the kind to fit my dreams and plans
902,Country,Buck Owens,I've Got A Tiger By The Ta,But now the pace we're livin' takes the wind from my sails
903,Country,Buck Owens,I've Got A Tiger By The Ta,And it looks like I've got a tiger by the tail
905,Country,Buck Owens,I've Got A Tiger By The Ta,"I've got a tiger by the tail, it's plain to see"
906,Country,Buck Owens,I've Got A Tiger By The Ta,I won't be much when you get through with me
907,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, I'm a losing weight and a turnin' mighty pale"
908,Country,Buck Owens,I've Got A Tiger By The Ta,Looks like I've got a tiger by the tail
910,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, every night you drag me where the bright lights are found"
911,Country,Buck Owens,I've Got A Tiger By The Ta,There ain't no way to slow you down
912,Country,Buck Owens,I've Got A Tiger By The Ta,I'm about as helpless as a leaf in a gale
913,Country,Buck Owens,I've Got A Tiger By The Ta,And it looks like I've got a tiger by the tail
915,Country,Buck Owens,I've Got A Tiger By The Ta,"I've got a tiger by the tail, it's plain to see"
916,Country,Buck Owens,I've Got A Tiger By The Ta,I won't be much when you get through with me
917,Country,Buck Owens,I've Got A Tiger By The Ta,"Well, I'm a losing weight and a turnin' mighty pale"
918,Country,Buck Owens,I've Got A Tiger By The Ta,Looks like I've got a tiger by the tail
920,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I am a man of constant sorrow
921,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I've seen trouble all my days
922,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I bid farewell to old Kentucky
923,Country,The Stanley Brothers,I'm a Man of Constant Sorr,The place where I borned and raised
925,Country,The Stanley Brothers,I'm a Man of Constant Sorr,For six long years I've been in trouble
926,Country,The Stanley Brothers,I'm a Man of Constant Sorr,No pleasure here on earth I find
927,Country,The Stanley Brothers,I'm a Man of Constant Sorr,For in this world I'm bound to ramble
928,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I have no friends to help me now
930,Country,The Stanley Brothers,I'm a Man of Constant Sorr,"It's fare you well, my own true lover"
931,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I never expect to see you again
932,Country,The Stanley Brothers,I'm a Man of Constant Sorr,For I'm bound to ride that northern railroad
933,Country,The Stanley Brothers,I'm a Man of Constant Sorr,Perhaps I'll die upon this train
935,Country,The Stanley Brothers,I'm a Man of Constant Sorr,You can bury me in some deep valley
936,Country,The Stanley Brothers,I'm a Man of Constant Sorr,For many years where I may lay
937,Country,The Stanley Brothers,I'm a Man of Constant Sorr,Then you may learn to love another
938,Country,The Stanley Brothers,I'm a Man of Constant Sorr,While I am sleeping in my grave
940,Country,The Stanley Brothers,I'm a Man of Constant Sorr,Maybe your friends think I'm just a stranger
941,Country,The Stanley Brothers,I'm a Man of Constant Sorr,My face you'll never will see no more
942,Country,The Stanley Brothers,I'm a Man of Constant Sorr,But there is one promise that is given
943,Country,The Stanley Brothers,I'm a Man of Constant Sorr,I'll meet you on God's golden shore
945,Country,The Sons of the Pioneers,Tumbling Tumblewee,"See them tumbling down,"
946,Country,The Sons of the Pioneers,Tumbling Tumblewee,Pledging their love to the ground!
947,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Lonely, but free, I'll be found,"
948,Country,The Sons of the Pioneers,Tumbling Tumblewee,Drifting along with the tumbling tumbleweeds
950,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Cares of the past are behind,"
951,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Nowhere to go, but I'll find,"
952,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Just where the trail will wind,"
953,Country,The Sons of the Pioneers,Tumbling Tumblewee,Drifting along with the tumblin' tumbleweeds
955,Country,The Sons of the Pioneers,Tumbling Tumblewee,"I know when night is gone,"
956,Country,The Sons of the Pioneers,Tumbling Tumblewee,That a new world's born at dawn!
957,Country,The Sons of the Pioneers,Tumbling Tumblewee,"I'll keep rolling along,"
958,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Deep in my heart as a song,"
959,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Here on the range I belong,"
960,Country,The Sons of the Pioneers,Tumbling Tumblewee,Drifting along with the tumbling tumbleweeds
962,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Tumbleweeds, tumbleweeds!"
963,Country,The Sons of the Pioneers,Tumbling Tumblewee,"See them tumbling down,"
964,Country,The Sons of the Pioneers,Tumbling Tumblewee,Pledging their love to the ground!
965,Country,The Sons of the Pioneers,Tumbling Tumblewee,"Lonely, but free, I'll be found,"
966,Country,The Sons of the Pioneers,Tumbling Tumblewee,Drifting along with the tumblin' tumbleweeds
968,Country,Charlie Rich,Behind Closed Doo,"My baby makes me proud, Lord don't she make me proud"
969,Country,Charlie Rich,Behind Closed Doo,She never makes a scene by hanging all over me in a crowd
970,Country,Charlie Rich,Behind Closed Doo,"'Cause people like to talk, Lord, don't they love to talk"
971,Country,Charlie Rich,Behind Closed Doo,"But when they turn out the lights, I know she'll be leaving with me"
973,Country,Charlie Rich,Behind Closed Doo,And when we get behind closed doors
974,Country,Charlie Rich,Behind Closed Doo,Then she lets her hair hang down
975,Country,Charlie Rich,Behind Closed Doo,And she makes me glad that I'm a man
976,Country,Charlie Rich,Behind Closed Doo,"Oh, no one knows what goes on behind closed doors"
978,Country,Charlie Rich,Behind Closed Doo,"My baby makes me smile, Lord don't she make me smile"
979,Country,Charlie Rich,Behind Closed Doo,"She's never too far away or too tired to say ""I want you"""
980,Country,Charlie Rich,Behind Closed Doo,"She's always a lady, just like a lady should be"
981,Country,Charlie Rich,Behind Closed Doo,"But when they turn out the lights, she's still a baby to me"
983,Country,Charlie Rich,Behind Closed Doo,And when we get behind closed doors
984,Country,Charlie Rich,Behind Closed Doo,Then she lets her hair hang down
985,Country,Charlie Rich,Behind Closed Doo,And she makes me glad that I'm a man
986,Country,Charlie Rich,Behind Closed Doo,"Oh, no one knows what goes on behind closed doors"
987,Country,Charlie Rich,Behind Closed Doo,Behind closed doors
989,Country,Eddy Arnold,The Cattle Ca,(Tex Owens)
990,Country,Eddy Arnold,The Cattle Ca,(Moan)
991,Country,Eddy Arnold,The Cattle Ca,The cattle are prowlin' the coyotes are howlin'
992,Country,Eddy Arnold,The Cattle Ca,Out with the doggies bawl
993,Country,Eddy Arnold,The Cattle Ca,Where spurs are jinglin' a cowboy is singin'
994,Country,Eddy Arnold,The Cattle Ca,This lonesome cattle call. (moan)
995,Country,Eddy Arnold,The Cattle Ca,He rides in the sun till his day's work is done
996,Country,Eddy Arnold,The Cattle Ca,And he rounds up the cattle each fall
997,Country,Eddy Arnold,The Cattle Ca,(moan) Singin' this cattle call.
998,Country,Eddy Arnold,The Cattle Ca,For hours he will ride on the range far and wide
999,Country,Eddy Arnold,The Cattle Ca,When the night wind blows up a squall
1000,Country,Eddy Arnold,The Cattle Ca,His heart is a feather in all kinds of weather
1001,Country,Eddy Arnold,The Cattle Ca,He sings his cattle call. (moan)
1002,Country,Eddy Arnold,The Cattle Ca,He's brown as a berry from ridin' the prairie
1003,Country,Eddy Arnold,The Cattle Ca,And he sings with an old western drawl
1004,Country,Eddy Arnold,The Cattle Ca,(moan) Singin' this cattle call... (moan)...
1006,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,There's a well beaten path in the old mountainside
1007,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Where I wandered when I was a lad
1008,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,And I wandered alone to the place I call home
1009,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,In those Blueridge hills far away
1011,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Oh I love those hills of old Virginia
1012,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,From those Blueridge hills I did roam
1013,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,When I die won't you bury me on the mountain
1014,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Far away near my Blueridge mountain home
1016,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Now my thoughts wander back to that ramshackle shack
1017,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,In those blue ridge hills far away
1018,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Where my mother and dad were laid there to rest
1019,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,They are sleeping in peace together there
1021,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,I return to that old cabin home with the sigh
1022,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,I've been longing for days gone by
1023,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,When I die won't you bury me on that old mountain side
1024,Country,Flatt &amp; Scruggs,Foggy Mountain Speci,Make my resting place upon the hills so high
1026,Country,Evans Dale,Happy Trai,Evans Dale
1027,Country,Evans Dale,Happy Trai,Miscellaneous
1028,Country,Evans Dale,Happy Trai,Happy Trails
1029,Country,Evans Dale,Happy Trai,HAPPY TRAILS  words and music by Dale Evans
1031,Country,Evans Dale,Happy Trai,"Happy trails to you, until we meet again."
1032,Country,Evans Dale,Happy Trai,"Happy trails to you, keep smiling until then."
1033,Country,Evans Dale,Happy Trai,"Who cares about the clouds if we're together,"
1034,Country,Evans Dale,Happy Trai,just sing a song and bring the sunny weather.
1035,Country,Evans Dale,Happy Trai,"Happy trails to you, 'til we meet again."
1037,Country,Jim Reeves,He'll Have to ,Put your sweet lips a little closer to the phone
1038,Country,Jim Reeves,He'll Have to ,...
1039,Country,Jim Reeves,He'll Have to ,Lets pretend we're together all alone
1040,Country,Jim Reeves,He'll Have to ,...
1042,Country,Jim Reeves,He'll Have to ,I'll tell the man to turn the jukebox way down low
1043,Country,Jim Reeves,He'll Have to ,...
1044,Country,Jim Reeves,He'll Have to ,And you can tell your friend there with you he'll have to go
1046,Country,Jim Reeves,He'll Have to ,...
1048,Country,Jim Reeves,He'll Have to ,Whisper to me tell me do you love me true
1049,Country,Jim Reeves,He'll Have to ,...
1051,Country,Jim Reeves,He'll Have to ,Or is he holding you the way I do
1052,Country,Jim Reeves,He'll Have to ,...
1054,Country,Jim Reeves,He'll Have to ,Though love is blind make up your mind I've got to know
1055,Country,Jim Reeves,He'll Have to ,...
1056,Country,Jim Reeves,He'll Have to ,Should I hang up or will you tell him he'll have to go
1057,Country,Jim Reeves,He'll Have to ,...
1058,Country,Jim Reeves,He'll Have to ,You cant say the words I want to hear
1059,Country,Jim Reeves,He'll Have to ,...
1060,Country,Jim Reeves,He'll Have to ,While you're with another man
1061,Country,Jim Reeves,He'll Have to ,Do you you want me answer yes or no
1062,Country,Jim Reeves,He'll Have to ,Darling I will understand
1063,Country,Jim Reeves,He'll Have to ,...
1064,Country,Jim Reeves,He'll Have to ,Put your sweet lips a little closer to the phone
1065,Country,Jim Reeves,He'll Have to ,...
1066,Country,Jim Reeves,He'll Have to ,Lets pretend that we're together all alone
1067,Country,Jim Reeves,He'll Have to ,...
1068,Country,Jim Reeves,He'll Have to ,I'll tell the man to turn the jukebox way down low
1069,Country,Jim Reeves,He'll Have to ,...
1070,Country,Jim Reeves,He'll Have to ,And you can tell your friend there with you
1071,Country,Jim Reeves,He'll Have to ,...
1072,Country,Jim Reeves,He'll Have to ,He'll have to go
1073,Country,Jim Reeves,He'll Have to ,...
1075,Country,Alan Jackson,Chattahooch,"Well, way down yonder on the Chattahoochee"
1076,Country,Alan Jackson,Chattahooch,It gets hotter than a hoochie coochie
1077,Country,Alan Jackson,Chattahooch,We laid rubber on the Georgia asphalt
1078,Country,Alan Jackson,Chattahooch,We got a little crazy but we never got caught.
1080,Country,Alan Jackson,Chattahooch,Down by the river on a Friday night
1081,Country,Alan Jackson,Chattahooch,Pyramid of cans in the pale moonlight
1082,Country,Alan Jackson,Chattahooch,Talkin' 'bout cars and dreamin' 'bout women
1083,Country,Alan Jackson,Chattahooch,"Never had a plan, just a livin' for the minute."
1085,Country,Alan Jackson,Chattahooch,"Yeah, way down yonder on the Chattahoochee"
1086,Country,Alan Jackson,Chattahooch,Never knew how much that muddy water meant to me
1087,Country,Alan Jackson,Chattahooch,But I learned how to swim and I learned who I was
1088,Country,Alan Jackson,Chattahooch,A lot about livin' and a little 'bout love.
1090,Country,Alan Jackson,Chattahooch,Ya ha
1092,Country,Alan Jackson,Chattahooch,"Well, we fogged up the windows in my old Chevy"
1093,Country,Alan Jackson,Chattahooch,I was willin' but she wasn't ready
1094,Country,Alan Jackson,Chattahooch,So I settled for a burger and a grape sno-cone
1095,Country,Alan Jackson,Chattahooch,I dropped her off early but I didn't go home.
1097,Country,Alan Jackson,Chattahooch,Down by the river on a Friday night
1098,Country,Alan Jackson,Chattahooch,Pyramid of cans in the pale moonlight
1099,Country,Alan Jackson,Chattahooch,Talkin' 'bout cars and dreamin' 'bout women
1100,Country,Alan Jackson,Chattahooch,"Never had a plan, just a livin' for the minute."
1102,Country,Alan Jackson,Chattahooch,"Yeah, way down yonder on the Chattahochee"
1103,Country,Alan Jackson,Chattahooch,Never knew how much that muddy water meant to me
1104,Country,Alan Jackson,Chattahooch,But I learned how to swim and I learned who I was
1105,Country,Alan Jackson,Chattahooch,A lot about livin' and a little 'bout love.
1107,Country,Alan Jackson,Chattahooch,"Yeah, way down yonder on the Chattahochee"
1108,Country,Alan Jackson,Chattahooch,Never knew how much that muddy water meant to me
1109,Country,Alan Jackson,Chattahooch,But I learned how to swim and I learned who I was
1110,Country,Alan Jackson,Chattahooch,A lot about livin' and a little 'bout love.
1112,Country,Alan Jackson,Chattahooch,A lot about livin' and a little 'bout love.
1114,Country,Alan Jackson,Chattahooch,Ya he
1116,Country,Alan Jackson,Chattahooch,That's right...
1118,Country,Johnny Cash,Folsom Prison Blu,I hear the train a comin' it's rollin' 'round the bend
1119,Country,Johnny Cash,Folsom Prison Blu,And I ain't seen the sunshine since I don't know when
1120,Country,Johnny Cash,Folsom Prison Blu,I'm stuck at Folsom Prison and time keeps draggin' on
1121,Country,Johnny Cash,Folsom Prison Blu,But that train keeps rollin' on down to San Antone
1123,Country,Johnny Cash,Folsom Prison Blu,"When I was just a baby, my mama told me"
1124,Country,Johnny Cash,Folsom Prison Blu,"""Son always be a good boy, don't ever play with guns"""
1125,Country,Johnny Cash,Folsom Prison Blu,"But I shot a man in Reno, just to watch him die"
1126,Country,Johnny Cash,Folsom Prison Blu,When I hear that whistle blowin' I hang my head and cry
1128,Country,Johnny Cash,Folsom Prison Blu,I bet there's rich folk eatin' from a fancy dinin' car
1129,Country,Johnny Cash,Folsom Prison Blu,They're prob'ly drinkin' coffee and smokin' big cigars
1130,Country,Johnny Cash,Folsom Prison Blu,"Well I know I had it comin', I know I can't be free"
1131,Country,Johnny Cash,Folsom Prison Blu,"But those people keep a movin', and that's what tortures me"
1133,Country,Johnny Cash,Folsom Prison Blu,"Well, if they freed me from this prison, if that railroad train was mine"
1134,Country,Johnny Cash,Folsom Prison Blu,I bet I'd move it a little farther down the line
1135,Country,Johnny Cash,Folsom Prison Blu,"Far from Folsom Prison, that's where I want to stay"
1136,Country,Johnny Cash,Folsom Prison Blu,And I'd let that lonesome whistle blow my blues away
1138,Country,Webb Pierce,I Ain't Nev,"Well I ain't never, I ain't never"
1139,Country,Webb Pierce,I Ain't Nev,"Seen nobody like you, no, no, no"
1140,Country,Webb Pierce,I Ain't Nev,Never have I ever seen nobody like you
1142,Country,Webb Pierce,I Ain't Nev,You call me up and say to meet me at nine
1143,Country,Webb Pierce,I Ain't Nev,"I have to hurry, hurry, but I'm there on time"
1144,Country,Webb Pierce,I Ain't Nev,I walk right up and knock on your door
1145,Country,Webb Pierce,I Ain't Nev,"The landlord says she ain't a here, no more"
1147,Country,Webb Pierce,I Ain't Nev,"I ain't never oh, darling seen nobody like you"
1148,Country,Webb Pierce,I Ain't Nev,"Hoo, hoo, but I love you, yeah, I love you"
1149,Country,Webb Pierce,I Ain't Nev,I love you just the same
1151,Country,Webb Pierce,I Ain't Nev,"Well, you tell me sweet things that you don't mean"
1152,Country,Webb Pierce,I Ain't Nev,You've got me a living in a haunted dream
1153,Country,Webb Pierce,I Ain't Nev,"You make me do things, I don't wanna do"
1154,Country,Webb Pierce,I Ain't Nev,"My friends say, oh Webb, what's wrong with you"
1156,Country,Webb Pierce,I Ain't Nev,"I ain't never oh, darling seen nobody like you"
1157,Country,Webb Pierce,I Ain't Nev,"Hoo, hoo, but I love you, yeah, I love you"
1158,Country,Webb Pierce,I Ain't Nev,I love you just the same
1159,Country,Webb Pierce,I Ain't Nev,I love you just the same
1160,Country,Webb Pierce,I Ain't Nev,I love you just the same
1162,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I remember wearin' straight leg Levis
1163,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,Flannel shirts Even when they weren't in style
1164,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I remember singin' with Roy Rogers
1165,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,at the movies when the West was really wild
1167,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,And I was listenin' to the Opry
1168,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,When all of my friends
1169,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,were diggin' Rock 'n Roll and Rhythm &amp; Blues
1170,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, when Country wasn't cool"
1172,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I remember circlin' the drive-in,"
1173,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,pullin' up and turnin' down George Jones
1174,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I remember when no one was lookin'
1175,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I was puttin' peanuts in my Coke
1177,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,I took a lot of kiddin'
1178,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,'Cause I never did fit in
1179,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,now look at everybody
1180,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,tryin' to be what I was then
1182,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, when Country wasn't cool"
1183,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,Oooh
1185,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,(Chorus:)
1186,Country,Barbara Mandrell,I Was Country When Country Wasn't Co,"I was Country, when Country wasn't cool"
