,genre,artist,song,lyrics
1449,Country,Eddie Rabbitt,I Love A Rainy Nig,And I love you too
1451,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
1452,Country,Eddie Rabbitt,I Love A Rainy Nig,"Yeah, I love a rainy night"
1453,Country,Eddie Rabbitt,I Love A Rainy Nig,"Well, I love a rainy night"
1454,Country,Eddie Rabbitt,I Love A Rainy Nig,I love a rainy night
1456,Country,The Oak Ridge Boys,Elvi,"Elvira, Elvira"
1457,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
1459,Country,The Oak Ridge Boys,Elvi,"Eyes that look like heaven, lips like sherry wine"
1460,Country,The Oak Ridge Boys,Elvi,That girl can sure enough make my little light shine
1461,Country,The Oak Ridge Boys,Elvi,"I get a funny feelin', up and down my spine"
1462,Country,The Oak Ridge Boys,Elvi,'Cause I know that my Elvira's mine
1464,Country,The Oak Ridge Boys,Elvi,"So I'm singin', Elvira, Elvira"
1465,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
1466,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow"
1467,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow, heigh-ho Silver, away"
1469,Country,The Oak Ridge Boys,Elvi,"Tonight I'm gonna meet her, at the Hungry House Cafe"
1470,Country,The Oak Ridge Boys,Elvi,"And I'm gonna give her all the love I can, yes I am"
1471,Country,The Oak Ridge Boys,Elvi,"She's gonna jump and holler, 'cause I've saved up my last two dollars"
1472,Country,The Oak Ridge Boys,Elvi,We're gonna search and find that preacher man
1474,Country,The Oak Ridge Boys,Elvi,"Now I'm a singin' Elvira, Elvira"
1475,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
1476,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow"
1477,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow, heigh-ho Silver, away"
1479,Country,The Oak Ridge Boys,Elvi,"Elvira, Elvira"
1480,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
1481,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow"
1482,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow, heigh-ho Silver, away"
1484,Country,The Oak Ridge Boys,Elvi,"Elvira, Elvira"
1485,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
1486,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow"
1487,Country,The Oak Ridge Boys,Elvi,"Giddy up, oom poppa, omm poppa, mow mow, heigh-ho Silver, away"
1489,Country,The Oak Ridge Boys,Elvi,"Elvira, Elvira"
1490,Country,The Oak Ridge Boys,Elvi,"My heart's on fire, Elvira"
1492,Country,George Jones,The Grand To,"Step right up, come on in"
1493,Country,George Jones,The Grand To,If you'd like to take the grand tour
1494,Country,George Jones,The Grand To,Of a lonely house that once was home sweet home
1495,Country,George Jones,The Grand To,"I have nothing here to sell you,"
1496,Country,George Jones,The Grand To,Just some things that I will tell you
1497,Country,George Jones,The Grand To,Some things I know will chill you to the bone.
1499,Country,George Jones,The Grand To,"Over there, sits the chair"
1500,Country,George Jones,The Grand To,Where she'd bring the paper to me
1501,Country,George Jones,The Grand To,And sit down on my knee
1502,Country,George Jones,The Grand To,"And whisper oh, I love you"
1503,Country,George Jones,The Grand To,But now she's gone forever
1504,Country,George Jones,The Grand To,And this old house will never
1505,Country,George Jones,The Grand To,Be the same without the love
1506,Country,George Jones,The Grand To,That we once knew.
1508,Country,George Jones,The Grand To,"Straight ahead, that's the bed"
1509,Country,George Jones,The Grand To,Where we'd lay in love together
1510,Country,George Jones,The Grand To,And Lord knows we had a good thing going here
1511,Country,George Jones,The Grand To,See her picture on the table
1512,Country,George Jones,The Grand To,Don't it look like she'd be able
1513,Country,George Jones,The Grand To,Just to touch me and say good morning dear.
1515,Country,George Jones,The Grand To,"There's her rings, all her things"
1516,Country,George Jones,The Grand To,And her clothes are in the closet
1517,Country,George Jones,The Grand To,Like she left them
1518,Country,George Jones,The Grand To,When she tore my world apart.
1520,Country,George Jones,The Grand To,"As you leave you'll see the nursery,"
1521,Country,George Jones,The Grand To,"Oh, she left me without mercy"
1522,Country,George Jones,The Grand To,Taking nothing but
1523,Country,George Jones,The Grand To,Our baby and my heart.
1525,Country,George Jones,The Grand To,"Step right up, come on in..."
1527,Country,Leroy Van Dyke,Walk on ,If I see you tomorrow on some street in town
1528,Country,Leroy Van Dyke,Walk on ,Pardon me if I don't say hello (hello)
1529,Country,Leroy Van Dyke,Walk on ,"I be long to an other, it wouldn't look so good"
1530,Country,Leroy Van Dyke,Walk on ,To know someone I'm not supposed to know.
1532,Country,Leroy Van Dyke,Walk on ,"Just walk on by, wait on the corner"
1533,Country,Leroy Van Dyke,Walk on ,"I love you, but we're strangers when we meet"
1534,Country,Leroy Van Dyke,Walk on ,"Just walk on by, wait on the corner"
1535,Country,Leroy Van Dyke,Walk on ,"I love you, but we're strangers when we meet."
1537,Country,Leroy Van Dyke,Walk on ,In a dimly lit corner in a place outside of town
1538,Country,Leroy Van Dyke,Walk on ,Tonight we'll try to say goodbye again (goodbye)
1539,Country,Leroy Van Dyke,Walk on ,"But I know it's not over, I'll call tomorrow night"
1540,Country,Leroy Van Dyke,Walk on ,"I can't let you go, so why pretend."
1542,Country,Webb Pierce,Slow,Slowly I'm falling more in love with you
1543,Country,Webb Pierce,Slow,Slowly you're winning a heart that can be true
1544,Country,Webb Pierce,Slow,"Now, I can't hide my feelings, no matter what I do"
1545,Country,Webb Pierce,Slow,For slowly I'm falling more in love with you
1547,Country,Webb Pierce,Slow,More and more I need you and want you by my side
1548,Country,Webb Pierce,Slow,More and more I love you as each day passes by
1549,Country,Webb Pierce,Slow,"My heart, I know you're stealing, I hope that you'll be true"
1550,Country,Webb Pierce,Slow,For slowly I'm falling more in love with you
1552,Country,Webb Pierce,Slow,Slowly I'm falling more in love with you
1553,Country,Webb Pierce,Slow,Slowly you're winning a heart that can be true
1554,Country,Webb Pierce,Slow,"Now, I can't hide my feelings no matter what I do"
1555,Country,Webb Pierce,Slow,For slowly I'm falling more in love with you
1557,Country,Vernon Dalhart,Wreck of the Old ',They gave him his orders
1558,Country,Vernon Dalhart,Wreck of the Old ',"At Monroe, Virginia"
1559,Country,Vernon Dalhart,Wreck of the Old ',Sayin' Pete you're way behind time
1560,Country,Vernon Dalhart,Wreck of the Old ',"This is not '38, but its old '97"
1561,Country,Vernon Dalhart,Wreck of the Old ',You must put her into Spencer on time
1562,Country,Vernon Dalhart,Wreck of the Old ',He looked round an' said
1563,Country,Vernon Dalhart,Wreck of the Old ',"To his black, greasy fireman"
1564,Country,Vernon Dalhart,Wreck of the Old ',Jus' shove on in a lil' more coal
1565,Country,Vernon Dalhart,Wreck of the Old ',And when we cross that wide old mountain
1566,Country,Vernon Dalhart,Wreck of the Old ',You can watch old '97 roll
1567,Country,Vernon Dalhart,Wreck of the Old ',It's a mighty rough road
1568,Country,Vernon Dalhart,Wreck of the Old ',From Lynchburg to Danville
1569,Country,Vernon Dalhart,Wreck of the Old ',In a line on a three mile grade
1570,Country,Vernon Dalhart,Wreck of the Old ',It was on that grade
1571,Country,Vernon Dalhart,Wreck of the Old ',That he lost his airbrake
1572,Country,Vernon Dalhart,Wreck of the Old ',And you see what a jump he made
1573,Country,Vernon Dalhart,Wreck of the Old ',He was goin' down the grade
1574,Country,Vernon Dalhart,Wreck of the Old ',Makin' ninety miles an hour
1575,Country,Vernon Dalhart,Wreck of the Old ',When his whistle broke into a scream
1576,Country,Vernon Dalhart,Wreck of the Old ',He was found in the wreck
1577,Country,Vernon Dalhart,Wreck of the Old ',With his hand on the throttle
1578,Country,Vernon Dalhart,Wreck of the Old ',And a scalded to death by the steam
1579,Country,Vernon Dalhart,Wreck of the Old ',Now ladies you must take warnin'
1580,Country,Vernon Dalhart,Wreck of the Old ',From this time now and on
1581,Country,Vernon Dalhart,Wreck of the Old ',Never speak harsh words
1582,Country,Vernon Dalhart,Wreck of the Old ',To your true love and husband
1583,Country,Vernon Dalhart,Wreck of the Old ',He may leave you and never return
1585,Country,George Jones,The Race Is ,I feel tears wellin' up cold and deep inside
1586,Country,George Jones,The Race Is ,Like my heart's sprung a big break
1587,Country,George Jones,The Race Is ,"And the stab of loneliness, sharp and painful"
1588,Country,George Jones,The Race Is ,That I may never shake
1589,Country,George Jones,The Race Is ,Now you might say that I was taking it hard
1590,Country,George Jones,The Race Is ,Since you wrote me off with a call
1591,Country,George Jones,The Race Is ,But don't you wager that I'll hide the sorrow
1592,Country,George Jones,The Race Is ,When I may break right down and bawl
1594,Country,George Jones,The Race Is ,Now the race is on and here comes pride up the backstretch
1595,Country,George Jones,The Race Is ,Heartaches are going to the inside
1596,Country,George Jones,The Race Is ,My tears are holding back
1597,Country,George Jones,The Race Is ,They're trying not to fall
1598,Country,George Jones,The Race Is ,My heart's out of the running
1599,Country,George Jones,The Race Is ,True love's scratched for another's sake
1600,Country,George Jones,The Race Is ,The race is on and it looks like heartaches
1601,Country,George Jones,The Race Is ,And the winner loses all
1603,Country,George Jones,The Race Is ,"One day I had ventured in love, never once suspecting"
1604,Country,George Jones,The Race Is ,What the final results would be
1605,Country,George Jones,The Race Is ,How I lived in fear of waking up each morning
1606,Country,George Jones,The Race Is ,And finding that you'd gone from me
1607,Country,George Jones,The Race Is ,There's aching and pain in my heart
1608,Country,George Jones,The Race Is ,For the day was the one that I hated to face
1609,Country,George Jones,The Race Is ,Somebody new came up to win her
1610,Country,George Jones,The Race Is ,And I came out in second place
1612,Country,George Jones,The Race Is ,Now the race is on and here comes pride up the backstretch
1613,Country,George Jones,The Race Is ,Heartaches are going to the inside
1614,Country,George Jones,The Race Is ,My tears are holding back
1615,Country,George Jones,The Race Is ,They're trying not to fall
1616,Country,George Jones,The Race Is ,My heart's out of the running
1617,Country,George Jones,The Race Is ,True love's scratched for another's sake
1618,Country,George Jones,The Race Is ,The race is on and it looks like heartaches
1619,Country,George Jones,The Race Is ,And the winner loses all
1621,Country,Jeannie C. Riley,Harper Valley P.t.,Jeannie C. Riley
1622,Country,Jeannie C. Riley,Harper Valley P.t.,Miscellaneous
1623,Country,Jeannie C. Riley,Harper Valley P.t.,Harper Valley P.t.a.
1624,Country,Jeannie C. Riley,Harper Valley P.t.,HARPER VALLEY P.T.A.
1625,Country,Jeannie C. Riley,Harper Valley P.t.,Jeannie C. Riley
1626,Country,Jeannie C. Riley,Harper Valley P.t.,- words and music by Tom T. Hall
1628,Country,Jeannie C. Riley,Harper Valley P.t.,I want to tell you all a story 'bout a Harper Valley widowed wife
1629,Country,Jeannie C. Riley,Harper Valley P.t.,Who had a teenage daughter who attended Harper Valley Junior High
1630,Country,Jeannie C. Riley,Harper Valley P.t.,Well her daughter came home one afternoon and didn't even stop to play
1631,Country,Jeannie C. Riley,Harper Valley P.t.,"She said, ""Mom, I got a note here from the Harper Valley P.T.A."""
1633,Country,Jeannie C. Riley,Harper Valley P.t.,"The note said, ""Mrs. Johnson, you're wearing your dresses way too high"
1634,Country,Jeannie C. Riley,Harper Valley P.t.,It's reported you've been drinking and a-runnin' 'round with men and going wild
1635,Country,Jeannie C. Riley,Harper Valley P.t.,"And we don't believe you ought to be bringing up your little girl this way"""
1636,Country,Jeannie C. Riley,Harper Valley P.t.,"It was signed by the secretary, Harper Valley P.T.A."
1638,Country,Jeannie C. Riley,Harper Valley P.t.,"Well, it happened that the P.T.A. was gonna meet that very afternoon"
1639,Country,Jeannie C. Riley,Harper Valley P.t.,They were sure surprised when Mrs. Johnson wore her mini-skirt into the room
1640,Country,Jeannie C. Riley,Harper Valley P.t.,"And as she walked up to the blackboard, I still recall the words she had to say"
1641,Country,Jeannie C. Riley,Harper Valley P.t.,"She said, ""I'd like to address this meeting of the Harper Valley P.T.A."""
1643,Country,Jeannie C. Riley,Harper Valley P.t.,"Well, there's Bobby Taylor sittin' there and seven times he's asked me for a date"
1644,Country,Jeannie C. Riley,Harper Valley P.t.,Mrs. Taylor sure seems to use a lot of ice whenever he's away
1645,Country,Jeannie C. Riley,Harper Valley P.t.,"And Mr. Baker, can you tell us why your secretary had to leave this town?"
1646,Country,Jeannie C. Riley,Harper Valley P.t.,And shouldn't widow Jones be told to keep her window shades all pulled completely down?
1648,Country,Jeannie C. Riley,Harper Valley P.t.,"Well, Mr. Harper couldn't be here 'cause he stayed too long at Kelly's Bar again"
1649,Country,Jeannie C. Riley,Harper Valley P.t.,"And if you smell Shirley Thompson's breath, you'll find she's had a little nip of gin"
1650,Country,Jeannie C. Riley,Harper Valley P.t.,Then you have the nerve to tell me you think that as a mother I'm not fit
1651,Country,Jeannie C. Riley,Harper Valley P.t.,"Well, this is just a little Peyton Place and you're all Harper Valley hypocrites"
1653,Country,Jeannie C. Riley,Harper Valley P.t.,"No I wouldn't put you on because it really did, it happened just this way"
1654,Country,Jeannie C. Riley,Harper Valley P.t.,The day my Mama socked it to the Harper Valley P.T.A.
1655,Country,Jeannie C. Riley,Harper Valley P.t.,The day my Mama socked it to the Harper Valley P.T.A.
1657,Country,Jeannie C. Riley,Harper Valley P.t.,----------------------------------
1659,Country,Gene Autry,Back In the Saddle Aga,I'm back in the saddle again
1660,Country,Gene Autry,Back In the Saddle Aga,Out where a friend is a friend
1661,Country,Gene Autry,Back In the Saddle Aga,Where the longhorn cattle feed
1662,Country,Gene Autry,Back In the Saddle Aga,On the lowly gypsum weed
1663,Country,Gene Autry,Back In the Saddle Aga,Back in the saddle again
1665,Country,Gene Autry,Back In the Saddle Aga,Ridin' the range once more
1666,Country,Gene Autry,Back In the Saddle Aga,Totin' my old 44
1667,Country,Gene Autry,Back In the Saddle Aga,Where you sleep out every night
1668,Country,Gene Autry,Back In the Saddle Aga,And the only law is right
1669,Country,Gene Autry,Back In the Saddle Aga,Back in the saddle again
1671,Country,Gene Autry,Back In the Saddle Aga,Whoopi-ty-aye-oh
1672,Country,Gene Autry,Back In the Saddle Aga,Rockin' to and fro
1673,Country,Gene Autry,Back In the Saddle Aga,Back in the saddle again
1674,Country,Gene Autry,Back In the Saddle Aga,Whoopi-ty-aye-yay
1675,Country,Gene Autry,Back In the Saddle Aga,I go my way
1676,Country,Gene Autry,Back In the Saddle Aga,Back in the saddle again
1678,Country,Gene Autry,Back In the Saddle Aga,I'm back in the saddle again
1679,Country,Gene Autry,Back In the Saddle Aga,Out where a friend is a friend
1680,Country,Gene Autry,Back In the Saddle Aga,Where the longhorn cattle feed
1681,Country,Gene Autry,Back In the Saddle Aga,On the lowly gypsum weed
1682,Country,Gene Autry,Back In the Saddle Aga,Back in the saddle again
1684,Country,Gene Autry,Back In the Saddle Aga,Ridin' the range once more
1685,Country,Gene Autry,Back In the Saddle Aga,Totin' my old 44
1686,Country,Gene Autry,Back In the Saddle Aga,Where you sleep out every night
1687,Country,Gene Autry,Back In the Saddle Aga,And the only law is right
1688,Country,Gene Autry,Back In the Saddle Aga,Back in the saddle again
1690,Country,Gene Autry,Back In the Saddle Aga,Whoopi-ty-aye-oh
1691,Country,Gene Autry,Back In the Saddle Aga,Rockin' to and fro
1692,Country,Gene Autry,Back In the Saddle Aga,Back in the saddle again
1693,Country,Gene Autry,Back In the Saddle Aga,Whoopi-ty-aye-yay
1694,Country,Gene Autry,Back In the Saddle Aga,I go my way
1695,Country,Gene Autry,Back In the Saddle Aga,Back in the saddle again
1697,Country,Lee Greenwood,God Bless the U,"If tomorrow all my things were gone,"
1698,Country,Lee Greenwood,God Bless the U,I'd worked for all my life.
1699,Country,Lee Greenwood,God Bless the U,"And I had to start again,"
1700,Country,Lee Greenwood,God Bless the U,With just my children and my wife.
1702,Country,Lee Greenwood,God Bless the U,"I'd thank my lucky stars,"
1703,Country,Lee Greenwood,God Bless the U,To be livin' here today.
1704,Country,Lee Greenwood,God Bless the U,"'Cause the flag still stands for freedom,"
1705,Country,Lee Greenwood,God Bless the U,And they can't take that away.
1707,Country,Lee Greenwood,God Bless the U,"And I'm proud to be an American,"
1708,Country,Lee Greenwood,God Bless the U,Where at least I know I'm free.
1709,Country,Lee Greenwood,God Bless the U,"And I won't forget the men who died,"
1710,Country,Lee Greenwood,God Bless the U,Who gave that right to me.
1711,Country,Lee Greenwood,God Bless the U,"And I gladly stand up,"
1712,Country,Lee Greenwood,God Bless the U,Next to you and defend her still today.
1713,Country,Lee Greenwood,God Bless the U,"'Cause there ain't no doubt I love this land,"
1714,Country,Lee Greenwood,God Bless the U,God bless the USA.
1716,Country,Lee Greenwood,God Bless the U,"From the lakes of Minnesota,"
1717,Country,Lee Greenwood,God Bless the U,To the hills of Tennessee.
1718,Country,Lee Greenwood,God Bless the U,"Across the plains of Texas,"
1719,Country,Lee Greenwood,God Bless the U,From sea to shining sea.
1721,Country,Lee Greenwood,God Bless the U,"From Detroit down to Houston,"
1722,Country,Lee Greenwood,God Bless the U,And New York to L.A.
1723,Country,Lee Greenwood,God Bless the U,"Well there's pride in every American heart,"
1724,Country,Lee Greenwood,God Bless the U,And its time we stand and say.
1726,Country,Lee Greenwood,God Bless the U,"That I'm proud to be an American,"
1727,Country,Lee Greenwood,God Bless the U,Where at least I know I'm free.
1728,Country,Lee Greenwood,God Bless the U,"And I wont forget the men who died,"
1729,Country,Lee Greenwood,God Bless the U,Who gave that right to me.
1730,Country,Lee Greenwood,God Bless the U,"And I gladly stand up,"
1731,Country,Lee Greenwood,God Bless the U,Next to you and defend her still today.
1732,Country,Lee Greenwood,God Bless the U,"'Cause there ain't no doubt I love this land,"
1733,Country,Lee Greenwood,God Bless the U,God bless the USA.
1735,Country,Lee Greenwood,God Bless the U,"And I'm proud to be an American,"
1736,Country,Lee Greenwood,God Bless the U,Where at least I know I'm free.
1737,Country,Lee Greenwood,God Bless the U,"And I wont forget the men who died,"
1738,Country,Lee Greenwood,God Bless the U,Who gave that right to me.
1739,Country,Lee Greenwood,God Bless the U,"And I gladly stand up,"
1740,Country,Lee Greenwood,God Bless the U,Next to you and defend her still today.
1741,Country,Lee Greenwood,God Bless the U,"'Cause there ain't no doubt I love this land,"
1742,Country,Lee Greenwood,God Bless the U,God bless the USA.
1744,Country,Porter Wagoner,A Satisfied Mi,How many times have you heard someone say
1745,Country,Porter Wagoner,A Satisfied Mi,If I had his money I could do things my way
1746,Country,Porter Wagoner,A Satisfied Mi,But little they know that it's so hard to find
1747,Country,Porter Wagoner,A Satisfied Mi,One rich man in ten with the satisfied mind
1749,Country,Porter Wagoner,A Satisfied Mi,Once I was wading in fortune and fame
1750,Country,Porter Wagoner,A Satisfied Mi,Everything that I've dreamed for to get a start in life's game
1751,Country,Porter Wagoner,A Satisfied Mi,But suddenly it happened I lost every dime
1752,Country,Porter Wagoner,A Satisfied Mi,But I'm richer by far with the satisfied mind
1754,Country,Porter Wagoner,A Satisfied Mi,Money can't buy back your youth when you're old
1755,Country,Porter Wagoner,A Satisfied Mi,Or a friend when you're lonely or a love that's grown cold
1756,Country,Porter Wagoner,A Satisfied Mi,The wealthiest person is a pauper at times
1757,Country,Porter Wagoner,A Satisfied Mi,Compared to the man with the satisfied mind
1759,Country,Porter Wagoner,A Satisfied Mi,When life has ended and my time has run out
1760,Country,Porter Wagoner,A Satisfied Mi,"My friends and my loved ones, I'll leave there's no doubt"
1761,Country,Porter Wagoner,A Satisfied Mi,But there's one thing for certain when it comes my time
1762,Country,Porter Wagoner,A Satisfied Mi,I'll leave this old world with the satisfied mind
1764,Country,Eddy Arnold,I'll Hold You In My Arms (194,Eddy Arnold
1765,Country,Eddy Arnold,I'll Hold You In My Arms (194,Miscellaneous
1766,Country,Eddy Arnold,I'll Hold You In My Arms (194,I'll Hold You In My Arms (1947)
1767,Country,Eddy Arnold,I'll Hold You In My Arms (194,I’ll hold you in my heart till I can hold you in my arms
1768,Country,Eddy Arnold,I'll Hold You In My Arms (194,Like you’ve never been held before
1769,Country,Eddy Arnold,I'll Hold You In My Arms (194,I’ll think of each day and then I’ll dream the night away
1770,Country,Eddy Arnold,I'll Hold You In My Arms (194,Till you are in my arms once more
1772,Country,Eddy Arnold,I'll Hold You In My Arms (194,The stars up in the sky know the reason why
1773,Country,Eddy Arnold,I'll Hold You In My Arms (194,I feel so blue when I’m away from you
1774,Country,Eddy Arnold,I'll Hold You In My Arms (194,I’ll hold you in my heart till I can hold you in my arms
1775,Country,Eddy Arnold,I'll Hold You In My Arms (194,"So darling, please wait for me"
1777,Country,Eddy Arnold,I'll Hold You In My Arms (194,The stars up in the sky know the reason why
1778,Country,Eddy Arnold,I'll Hold You In My Arms (194,I feel so blue when I’m away from you
1779,Country,Eddy Arnold,I'll Hold You In My Arms (194,I’ll hold you in my heart till I can hold you in my arms
1780,Country,Eddy Arnold,I'll Hold You In My Arms (194,"So darling, please wait for me"
1782,Country,Tennessee Ernie Ford,Sixteen To,Some people say a man is made out of mud
1783,Country,Tennessee Ernie Ford,Sixteen To,A poor man's made out of muscle and blood
1784,Country,Tennessee Ernie Ford,Sixteen To,Muscle and blood and skin and bones
1785,Country,Tennessee Ernie Ford,Sixteen To,A mind that's weak and a back that's strong
1787,Country,Tennessee Ernie Ford,Sixteen To,You load sixteen tons and whattaya get?
1788,Country,Tennessee Ernie Ford,Sixteen To,Another day older and deeper in debt
1789,Country,Tennessee Ernie Ford,Sixteen To,St. Peter don'cha call me 'cause I can't go
1790,Country,Tennessee Ernie Ford,Sixteen To,I owe my soul to the company store
1792,Country,Tennessee Ernie Ford,Sixteen To,I was born one morning when the sun didn't shine
1793,Country,Tennessee Ernie Ford,Sixteen To,I picked up my shovel and I walked to the mine
1794,Country,Tennessee Ernie Ford,Sixteen To,I loaded sixteen tons of number nine coal
1795,Country,Tennessee Ernie Ford,Sixteen To,"And the straw boss said, ""Well, bless my soul"""
1797,Country,Tennessee Ernie Ford,Sixteen To,You load sixteen tons and whattaya get?
1798,Country,Tennessee Ernie Ford,Sixteen To,Another day older and deeper in debt
1799,Country,Tennessee Ernie Ford,Sixteen To,St. Peter don'cha call me 'cause I can't go
1800,Country,Tennessee Ernie Ford,Sixteen To,I owe my soul to the company store
1802,Country,Tennessee Ernie Ford,Sixteen To,"I was born one morning, it was drizzlin' rain"
1803,Country,Tennessee Ernie Ford,Sixteen To,Fightin' and trouble are my middle name
1804,Country,Tennessee Ernie Ford,Sixteen To,I was raised in the Cane break by an old mama lion
1805,Country,Tennessee Ernie Ford,Sixteen To,Can't no high-toned woman make me walk the line
1807,Country,Tennessee Ernie Ford,Sixteen To,You load sixteen tons and whattaya get?
1808,Country,Tennessee Ernie Ford,Sixteen To,Another day older and deeper in debt
1809,Country,Tennessee Ernie Ford,Sixteen To,St. Peter don'cha call me 'cause I can't go
1810,Country,Tennessee Ernie Ford,Sixteen To,I owe my soul to the company store
1812,Country,Tennessee Ernie Ford,Sixteen To,If you see me comin' better step aside
1813,Country,Tennessee Ernie Ford,Sixteen To,"A lotta men didn't, a lotta men died"
1814,Country,Tennessee Ernie Ford,Sixteen To,"One fist of iron, the other of steel"
1815,Country,Tennessee Ernie Ford,Sixteen To,If the right one don't getcha then the left one will
1817,Country,Tennessee Ernie Ford,Sixteen To,You load sixteen tons and whattaya get?
1818,Country,Tennessee Ernie Ford,Sixteen To,Another day older and deeper in debt
1819,Country,Tennessee Ernie Ford,Sixteen To,St. Peter don'cha call me 'cause I can't go
1820,Country,Tennessee Ernie Ford,Sixteen To,I owe my soul to the company store
1822,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Living on the road my friend, is gonna keep you free and clean."
1823,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Now you wear your skin like iron, and your breath is hard as kerosene."
1824,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"You weren't your mama's only boy, but her favourite one it seems."
1825,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"She began to cry when you said goodbye, and sank into your dreams."
1827,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Pancho was a bandit boy, his horse was fast as polished steel."
1828,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"He wore his gun outside his pants, for all the honest world to feel."
1829,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Pancho met his match, you know, on the deserts down in Mexico."
1830,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Nobody heard his dying words; ah, but that's the way it goes."
1832,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"All the Federales say,"
1833,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,They could have had him any day.
1834,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"They only let him slip away,"
1835,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Out of kindness, I suppose."
1837,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Lefty, he can't sing the blues all night long like he used to."
1838,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,The dust that Pancho bit down south ended up in Lefty's mouth.
1839,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"The day they laid poor Pancho low, Lefty split for Ohio."
1840,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Where he got the bread to go, there ain't nobody knows."
1842,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"All the Federales say,"
1843,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,They could have had him any day.
1844,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"They only let him slip away,"
1845,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Out of kindness, I suppose."
1847,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"The poets tell how Pancho fell, and Lefty's living in cheap hotels."
1848,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"The desert's quiet, Cleveland's cold, and so the story ends we're told."
1849,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Pancho needs your prayers it's true, but save a few for Lefty too."
1850,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"He only did what he had to do, and now he's growing old."
1852,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"(All the Federales say,"
1853,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,They could have had him any day.)
1854,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"They only let him go so long,"
1855,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Out of kindness, I suppose."
1857,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,A few grey Federales say
1858,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,They could have had him any day.
1859,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"They only let him go so long,"
1860,Country,Willie Nelson &amp; Merle Haggard,Pancho and Lef,"Out of kindness, I suppose."
1862,Country,Charley Pride,Kiss An Angel Good Morni,"When ever I chance to meet, some old friends on the street"
1863,Country,Charley Pride,Kiss An Angel Good Morni,They wonder how does a man get to feel this way
1864,Country,Charley Pride,Kiss An Angel Good Morni,"I've always got a smiling face, anytime &amp; any place"
1865,Country,Charley Pride,Kiss An Angel Good Morni,And every time they ask me why I just smile &amp; say
1867,Country,Charley Pride,Kiss An Angel Good Morni,chorus.....You've got to kiss an angel good morning
1868,Country,Charley Pride,Kiss An Angel Good Morni,And let her know you think about her when you're gone
1869,Country,Charley Pride,Kiss An Angel Good Morni,Kiss an angel good morning
1870,Country,Charley Pride,Kiss An Angel Good Morni,And love her like the devil when you get back home
1872,Country,Charley Pride,Kiss An Angel Good Morni,"Well people may try to guess, the secret of my happiness"
1873,Country,Charley Pride,Kiss An Angel Good Morni,But some of them never learn it's a simple thing
