,genre,artist,song,lyrics
0,Hip Hop/Rap,Run D.M.C.,Walk This W,Backstroke lover always hidin' 'neath the covers
1,Hip Hop/Rap,Run D.M.C.,Walk This W,"Till I talked to your daddy, he say"
2,Hip Hop/Rap,Run D.M.C.,Walk This W,"He said ""you ain't seen nothin' till you're down on a muffin"
3,Hip Hop/Rap,Run D.M.C.,Walk This W,"Then you're sure to be a-changin' your ways"""
4,Hip Hop/Rap,Run D.M.C.,Walk This W,"I met a cheerleader, was a real young bleeder"
5,Hip Hop/Rap,Run D.M.C.,Walk This W,"Oh, the times I could reminisce"
6,Hip Hop/Rap,Run D.M.C.,Walk This W,'Cause the best things of lovin' with her sister and her cousin
7,Hip Hop/Rap,Run D.M.C.,Walk This W,Only started with a little kiss
8,Hip Hop/Rap,Run D.M.C.,Walk This W,Like this
10,Hip Hop/Rap,Run D.M.C.,Walk This W,Seesaw swingin' with the boys in the school
11,Hip Hop/Rap,Run D.M.C.,Walk This W,And your feet flyin' up in the air
12,Hip Hop/Rap,Run D.M.C.,Walk This W,"Singin' ""hey diddle diddle"""
13,Hip Hop/Rap,Run D.M.C.,Walk This W,With your kitty in the middle of the swing
14,Hip Hop/Rap,Run D.M.C.,Walk This W,Like you didn't care
15,Hip Hop/Rap,Run D.M.C.,Walk This W,So I took a big chance at the high school dance
16,Hip Hop/Rap,Run D.M.C.,Walk This W,With a missy who was ready to play
17,Hip Hop/Rap,Run D.M.C.,Walk This W,Wasn't me she was foolin'
18,Hip Hop/Rap,Run D.M.C.,Walk This W,'Cause she knew what she was doin'
19,Hip Hop/Rap,Run D.M.C.,Walk This W,And I knowed love was here to stay
20,Hip Hop/Rap,Run D.M.C.,Walk This W,When she told me to
22,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
23,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
24,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
25,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
26,Hip Hop/Rap,Run D.M.C.,Walk This W,Just gimme a kiss
27,Hip Hop/Rap,Run D.M.C.,Walk This W,Like this
29,Hip Hop/Rap,Run D.M.C.,Walk This W,Schoolgirl sweetie with a classy kinda sassy
30,Hip Hop/Rap,Run D.M.C.,Walk This W,Little skirt's climbin' way up the knee
31,Hip Hop/Rap,Run D.M.C.,Walk This W,There was three young ladies in the school gym locker
32,Hip Hop/Rap,Run D.M.C.,Walk This W,When I noticed they was lookin' at me
33,Hip Hop/Rap,Run D.M.C.,Walk This W,"I was a high school loser, never made it with a lady"
34,Hip Hop/Rap,Run D.M.C.,Walk This W,Till the boys told me somethin' I missed
35,Hip Hop/Rap,Run D.M.C.,Walk This W,Then my next door neighbor with a daughter had a favor
36,Hip Hop/Rap,Run D.M.C.,Walk This W,So I gave her just a little kiss
37,Hip Hop/Rap,Run D.M.C.,Walk This W,Like this
39,Hip Hop/Rap,Run D.M.C.,Walk This W,Seesaw swingin' with the boys in the school
40,Hip Hop/Rap,Run D.M.C.,Walk This W,And your feet flyin' up in the air
41,Hip Hop/Rap,Run D.M.C.,Walk This W,"Singin' ""hey diddle diddle"""
42,Hip Hop/Rap,Run D.M.C.,Walk This W,With your kitty in the middle of the swing
43,Hip Hop/Rap,Run D.M.C.,Walk This W,Like you didn't care
44,Hip Hop/Rap,Run D.M.C.,Walk This W,So I took a big chance at the high school dance
45,Hip Hop/Rap,Run D.M.C.,Walk This W,With a missy who was ready to play
46,Hip Hop/Rap,Run D.M.C.,Walk This W,Wasn't me she was foolin'
47,Hip Hop/Rap,Run D.M.C.,Walk This W,'Cause she knew what she was doin'
48,Hip Hop/Rap,Run D.M.C.,Walk This W,"When she told me how to walk this way, she told me to"
50,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, talk this way"
51,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
52,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, walk this way"
53,Hip Hop/Rap,Run D.M.C.,Walk This W,"Walk this way, talk this way"
54,Hip Hop/Rap,Run D.M.C.,Walk This W,Just gimme a kiss
55,Hip Hop/Rap,Run D.M.C.,Walk This W,Like this
57,Hip Hop/Rap,The Notorious B.I.G.,Jui,Intro
58,Hip Hop/Rap,The Notorious B.I.G.,Jui,Fuck all y'all hoes
59,Hip Hop/Rap,The Notorious B.I.G.,Jui,Get a grip motherfucker
60,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Yeah, this album is dedicated"
61,Hip Hop/Rap,The Notorious B.I.G.,Jui,To all the teachers that told me I'd never amount to nothing
62,Hip Hop/Rap,The Notorious B.I.G.,Jui,To all the people that lived above the buildings that I was hustling in front of
63,Hip Hop/Rap,The Notorious B.I.G.,Jui,That called the police on me
64,Hip Hop/Rap,The Notorious B.I.G.,Jui,When I was just trying to make some money to feed my daughter
65,Hip Hop/Rap,The Notorious B.I.G.,Jui,And all the niggas in the struggle
66,Hip Hop/Rap,The Notorious B.I.G.,Jui,You know what I'm saying
67,Hip Hop/Rap,The Notorious B.I.G.,Jui,It's all good baby baby
69,Hip Hop/Rap,The Notorious B.I.G.,Jui,Verse 1
70,Hip Hop/Rap,The Notorious B.I.G.,Jui,It was all a dream
71,Hip Hop/Rap,The Notorious B.I.G.,Jui,I used to read Word Up magazine
72,Hip Hop/Rap,The Notorious B.I.G.,Jui,Salt 'n' Pepa and Heavy D up in the limousine
73,Hip Hop/Rap,The Notorious B.I.G.,Jui,Hangin pictures on my wall
74,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Every Saturday Rap Attack, Mr. Magic, Marley Marl"
75,Hip Hop/Rap,The Notorious B.I.G.,Jui,I let my tape rock til my tape popped
76,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Smokin weed and Bambu, sippin on Private Stock"
77,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Way back, when I had the red and black lumberjack"
78,Hip Hop/Rap,The Notorious B.I.G.,Jui,With the hat to match
79,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Remember Rappin Duke? duh-ha, duh-ha"
80,Hip Hop/Rap,The Notorious B.I.G.,Jui,You never thought that hip hop would take it this far
81,Hip Hop/Rap,The Notorious B.I.G.,Jui,Now I'm in the limelight cause I rhyme tight
82,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Time to get paid, blow up like the World Trade"
83,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Born sinner, the opposite of a winner"
84,Hip Hop/Rap,The Notorious B.I.G.,Jui,Remember when I used to eat sardines for dinner
85,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Peace to Ron G, Brucey B, Kid Capri"
86,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Funkmaster Flex, Lovebug Starski (wassup)"
87,Hip Hop/Rap,The Notorious B.I.G.,Jui,I'm blowin up like you thought I would
88,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Call the crib, same number same hood (that's right)"
89,Hip Hop/Rap,The Notorious B.I.G.,Jui,It's all good (it's aaalll good)
90,Hip Hop/Rap,The Notorious B.I.G.,Jui,"And if you don't know, now you know, nigga"
92,Hip Hop/Rap,The Notorious B.I.G.,Jui,Hook
93,Hip Hop/Rap,The Notorious B.I.G.,Jui,You know very well who you are
94,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Don't let em hold you down, reach for the stars"
95,Hip Hop/Rap,The Notorious B.I.G.,Jui,"You had a goal, but not that many"
96,Hip Hop/Rap,The Notorious B.I.G.,Jui,Cause you're the only one I'll give you good and plenty
98,Hip Hop/Rap,The Notorious B.I.G.,Jui,Verse 2
99,Hip Hop/Rap,The Notorious B.I.G.,Jui,I made the change from a common thief
100,Hip Hop/Rap,The Notorious B.I.G.,Jui,To up close and personal with Robin Leach
101,Hip Hop/Rap,The Notorious B.I.G.,Jui,"And I'm far from cheap, I smoke skunk with my peeps all day"
102,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Spread love, it's the Brooklyn way"
103,Hip Hop/Rap,The Notorious B.I.G.,Jui,The Moet and Alizé keep me pissy
104,Hip Hop/Rap,The Notorious B.I.G.,Jui,Girls used to diss me
105,Hip Hop/Rap,The Notorious B.I.G.,Jui,Now they write letters cause they miss me
106,Hip Hop/Rap,The Notorious B.I.G.,Jui,"I never thought it could happen, this rappin stuff"
107,Hip Hop/Rap,The Notorious B.I.G.,Jui,I was too used to packin gats and stuff
108,Hip Hop/Rap,The Notorious B.I.G.,Jui,Now honeys play me close like butter play toast
109,Hip Hop/Rap,The Notorious B.I.G.,Jui,From the Mississippi down to the east coast
110,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Condos in Queens, indo for weeks"
111,Hip Hop/Rap,The Notorious B.I.G.,Jui,Sold out seats to hear Biggie Smalls speak
112,Hip Hop/Rap,The Notorious B.I.G.,Jui,Livin life without fear
113,Hip Hop/Rap,The Notorious B.I.G.,Jui,Puttin 5 karats in my baby girl's ears
114,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Lunches, brunches, interviews by the pool"
115,Hip Hop/Rap,The Notorious B.I.G.,Jui,Considered a fool cause I dropped out of high school
116,Hip Hop/Rap,The Notorious B.I.G.,Jui,Stereotypes of a black male misunderstood
117,Hip Hop/Rap,The Notorious B.I.G.,Jui,And it's still all good
118,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Uh...and if you don't know, now you know, nigga"
120,Hip Hop/Rap,The Notorious B.I.G.,Jui,Hook
122,Hip Hop/Rap,The Notorious B.I.G.,Jui,Verse 3
123,Hip Hop/Rap,The Notorious B.I.G.,Jui,"<span class=""iComment"" data-chunk-id=""6576"" href=""http://www.songlyrics.com/annot-6576"">Super Nintendo, Sega Genesis"
124,Hip Hop/Rap,The Notorious B.I.G.,Jui,"When I was dead broke, man I couldn't picture this"
125,Hip Hop/Rap,The Notorious B.I.G.,Jui,"50-inch screen, money green leather sofa"
126,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Got two rides, a limousine with a chauffeur</span>"
127,Hip Hop/Rap,The Notorious B.I.G.,Jui,Phone bill about two G's flat
128,Hip Hop/Rap,The Notorious B.I.G.,Jui,"No need to worry, my accountant handles that"
129,Hip Hop/Rap,The Notorious B.I.G.,Jui,And my whole crew is lounging
130,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Celebrating every day, no more public housing"
131,Hip Hop/Rap,The Notorious B.I.G.,Jui,Thinking back on my one-room shack
132,Hip Hop/Rap,The Notorious B.I.G.,Jui,Now my mom pimps a Ac with minks on her back
133,Hip Hop/Rap,The Notorious B.I.G.,Jui,"And she loves to show me off, of course"
134,Hip Hop/Rap,The Notorious B.I.G.,Jui,Smiles every time my face is up in The Source
135,Hip Hop/Rap,The Notorious B.I.G.,Jui,We used to fuss when the landlord dissed us
136,Hip Hop/Rap,The Notorious B.I.G.,Jui,"No heat, wonder why Christmas missed us"
137,Hip Hop/Rap,The Notorious B.I.G.,Jui,Birthdays was the worst days
138,Hip Hop/Rap,The Notorious B.I.G.,Jui,Now we sip champagne when we thirst-ay
139,Hip Hop/Rap,The Notorious B.I.G.,Jui,"Uh, damn right I like the life I live"
140,Hip Hop/Rap,The Notorious B.I.G.,Jui,Cause I went from negative to positive
141,Hip Hop/Rap,The Notorious B.I.G.,Jui,And it's all
143,Hip Hop/Rap,The Notorious B.I.G.,Jui,(It's all good)
145,Hip Hop/Rap,The Notorious B.I.G.,Jui,"...and if you don't know, now you know, nigga "
147,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"One, two, three and to the fo'"
148,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Snoop Doggy Dogg and Dr. Dre is at the do'
149,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Ready to make an entrance, so back on up"
150,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"'Cause you know we're 'bout to rip, shit up"
152,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Gimme the microphone first, so I can bust like a bubble"
153,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Compton and Long Beach together, now you know you in trouble"
154,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Ain't nuttin' but a G thang, baby, two loc'ed out niggaz  so we're crazy"
155,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"'Death Row', is the label that pays me"
156,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Unfadeable, so please don't try to fade this"
157,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"(Hell, yeah)"
159,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"But uhh, back to the lecture at hand"
160,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Perfection is perfected, so I'ma let 'em understand"
161,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,From a young G's perspective and before me dig out
162,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,A bitch I have to find a contraceptive
164,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,You never know she could be earnin' her man
165,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,And learnin' her man and at the same time burnin' her man
166,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Now, you know I ain't with that shit, Lieutenant"
167,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Ain't no pussy good enough to get burnt while I'm up in it
169,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,And that's realer than real deal Holyfield
170,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,And now you hookers and hoes know how I feel
171,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Well, if it's good enough to get broke off a proper chunk"
172,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,I'll take a small piece of some of that funky stuff
174,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's like this, and like that, and like this, and uh"
175,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's like that, and like this, and like that, and uh"
176,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's like this, and like that, and like this, and uh"
177,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Dre, creep to the mic like a phantom"
179,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Well, I'm peepin', and I'm creepin', and I'm creepin'"
180,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"But I damn near got caught, 'cause my beeper kept beepin'"
181,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Now, it's time for me to make my impression felt"
182,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"So, sit back, relax, and strap on your seatbelt"
184,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,You never been on a ride like this befoe
185,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,With a producer who can rap and control the maestro
186,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,At the same time with the dope rhyme that I kick
187,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"You know, and I know, I flow some old funky shit"
189,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"To add to my collection, the selection"
190,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Symbolizes dope, take a toke, but don't choke"
191,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"If you do, you'll have no clue"
192,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,On what me and my homey Snoop Dogg came to do
194,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's like this, and like that, and like this, and uh"
195,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's like that, and like this, and like that, and uh"
196,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's like this, and who gives a fuck about those?"
197,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"So just chill, 'til the next episode"
199,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Fallin' back on that ass with a hellafied gangsta lean
200,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Gettin' funky on the mic like a old batch of collard greens
201,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's the capital S, oh yes, I'm fresh, N double O P"
202,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"D O double G Y, D O double G, ya see"
204,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Showin' much flex when it's time to wreck a mic
205,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Pimpin' hoes and clockin' a grip like my name was Dolomite
206,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Yeah, and it don't quit, I think they in the mood"
207,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,For some motherfuckin' G shit
208,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"  (Hell, yeah)"
210,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"So, Dre"
211,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"(Whattup, Dogg?)"
212,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Gotta give em what they want
213,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"(What's that, G?)"
214,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,We gotta break em off somethin'
215,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"(Hell, yeah)"
216,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,And it's gotta be bumpin'
217,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,(City of Compton)
219,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's where it takes place so when asked, yo' attention"
220,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Mobbin' like a muh'fucker but I ain't lynchin'
221,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Droppin' the funky shit that's makin' the sucka niggaz mumble
222,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"When I'm on the mic, it's like a cookie they all crumble"
224,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,Try to get close and your ass'll get smacked
225,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,My motherfuckin' homie Doggy Dogg has got my back
226,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Never let me slip, 'cause if I slip, then I'm slippin'"
227,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"But if I got my nina, then you know I'm straight trippin'"
229,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"And I'ma continue to put the rap down, put the mack down"
230,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"And if you bitches talk shit, I'll have to put the smack down"
231,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Yeah, and you don't stop, I told you I'm just like a clock"
232,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"When I tick and I tock, but I'm never off"
234,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Always on to the break of dawn, C O M P T O N"
235,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"And the city they call Long Beach, puttin' the shit together"
236,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Like my nigga D O C, no one can do it better"
238,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"Like this, that, and this, and uh"
239,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's like that, and like this, and like that, and uh"
240,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"It's like this, and who gives a fuck about those?"
241,Hip Hop/Rap,DR DRE,Nuthin' But A 'G' Tha,"So just chill, 'til the next episode"
243,Hip Hop/Rap,N.W.A.,Straight Outta Compt,You are now about to witness the strength of street knowledge.
245,Hip Hop/Rap,N.W.A.,Straight Outta Compt,1 (Ice Cube)
246,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Straight outta Compton
247,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Crazy motherfucker named Ice Cube
248,Hip Hop/Rap,N.W.A.,Straight Outta Compt,From the gang called Niggaz With Attitudes.
249,Hip Hop/Rap,N.W.A.,Straight Outta Compt,When I'm called off
250,Hip Hop/Rap,N.W.A.,Straight Outta Compt,I got a sawed off.
251,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Squeeze the trigger
252,Hip Hop/Rap,N.W.A.,Straight Outta Compt,And bodies are hauled off.
253,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"You too, boy, if you fuck with me"
254,Hip Hop/Rap,N.W.A.,Straight Outta Compt,The police are gonna have to come and get me
255,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Off your ass. That's how I'm going out
256,Hip Hop/Rap,N.W.A.,Straight Outta Compt,For the punk motherfuckers that's showing out
257,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Niggaz start to mumble
258,Hip Hop/Rap,N.W.A.,Straight Outta Compt,They want to rumble
259,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Mix them and cook them in a pot like Gumbo.
260,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Going off on a motherfucker like that
261,Hip Hop/Rap,N.W.A.,Straight Outta Compt,With a gat that's pointed at your ass.
262,Hip Hop/Rap,N.W.A.,Straight Outta Compt,So give it up smooth.
263,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Ain't no telling when I'm down for a jack move.
264,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Here's a murder rap to keep ya dancing
265,Hip Hop/Rap,N.W.A.,Straight Outta Compt,With a crime record like Charles Manson.
266,Hip Hop/Rap,N.W.A.,Straight Outta Compt,AK-47 is the tool.
267,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Don't make me act a motherfucking fool.
268,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Me and you can go toe to toe, no maybe"
269,Hip Hop/Rap,N.W.A.,Straight Outta Compt,I'm knocking niggaz out the box daily.
270,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Yo weekly, monthly, and yearly"
271,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Until them dumb motherfuckers see clearly
272,Hip Hop/Rap,N.W.A.,Straight Outta Compt,That I'm down with the capital C-P-T.
273,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Boy, you can't fuck with me."
274,Hip Hop/Rap,N.W.A.,Straight Outta Compt,So when I'm in your neighborhood
275,Hip Hop/Rap,N.W.A.,Straight Outta Compt,You better duck
276,Hip Hop/Rap,N.W.A.,Straight Outta Compt,'cause Ice Cube is crazy as fuck.
277,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"As I leave, believe I'm stomping"
279,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"But when I come back, boy"
281,Hip Hop/Rap,N.W.A.,Straight Outta Compt,I'm coming straight outta Compton.
283,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Straight outta Compton, Straight outta Compton"
285,Hip Hop/Rap,N.W.A.,Straight Outta Compt,2 (MC Ren)
286,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Yo' Ren!
287,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Wassup?
288,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Tell 'em where ya' from
289,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Straight outta Compton
290,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Another crazy ass nigga.
291,Hip Hop/Rap,N.W.A.,Straight Outta Compt,More punks I smoke
292,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Yo my rep gets bigger.
293,Hip Hop/Rap,N.W.A.,Straight Outta Compt,I'm a bad motherfucker and you know this
294,Hip Hop/Rap,N.W.A.,Straight Outta Compt,But the pussy ass niggaz won't show this.
295,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"But I don't give a fuck, I'mma make my snaps"
296,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"If not from the records, from jacking, or craps."
297,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"It's like burglary, the definition is jacking"
298,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Or when illegally armed, it's called packing."
299,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Shoot a motherfucker in a minute
300,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"I find a good piece of pussy, and go up in it."
301,Hip Hop/Rap,N.W.A.,Straight Outta Compt,So if you're at a show in the front row
302,Hip Hop/Rap,N.W.A.,Straight Outta Compt,I'mma call you a bitch or a dirty ass 'ho.
303,Hip Hop/Rap,N.W.A.,Straight Outta Compt,You'll probably get mad like a bitch is supposed to
304,Hip Hop/Rap,N.W.A.,Straight Outta Compt,But that shows me what you're composed to
305,Hip Hop/Rap,N.W.A.,Straight Outta Compt,A crazy motherfucker from the street.
306,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Attitude legit, 'cause I'm tearing up shit."
307,Hip Hop/Rap,N.W.A.,Straight Outta Compt,MC Ren controls the automatic
308,Hip Hop/Rap,N.W.A.,Straight Outta Compt,For any dumb motherfucker that starts static.
309,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Not the right hand, 'cause I'm the hand itself"
310,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Every time, I pull a AK off the shelf."
312,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Security is maximum and that's a law.
313,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"R-E-N spells Ren, but I'm raw."
314,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"See, 'cause I'm the motherfucking villain."
316,Hip Hop/Rap,N.W.A.,Straight Outta Compt,The definition is clear
318,Hip Hop/Rap,N.W.A.,Straight Outta Compt,You're the witness of a killing
319,Hip Hop/Rap,N.W.A.,Straight Outta Compt,That's taking place without a clue.
320,Hip Hop/Rap,N.W.A.,Straight Outta Compt,And once you're on the scope
322,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Your ass is through.
323,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Look, you might take it as a trip"
324,Hip Hop/Rap,N.W.A.,Straight Outta Compt,But a nigga like Ren is on a gangster tip.
325,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Straight outta Compton.
326,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Straight outta Compton, Staright outta Compton"
327,Hip Hop/Rap,N.W.A.,Straight Outta Compt,3 (Eazy-E)
328,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"Robin is his name, and the boy's commin'"
329,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Straight outta Compton
330,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Is a brother that'll smother your mother
331,Hip Hop/Rap,N.W.A.,Straight Outta Compt,And make your sister think I love her.
332,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Dangerous motherfucker raising hell
333,Hip Hop/Rap,N.W.A.,Straight Outta Compt,And if I ever get caught I make bail.
334,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"See, I don't give a fuck, that's the problem."
335,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"I see a motherfucking cop, I don't dodge him"
336,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"But I'm smart, lay low, creep a while"
337,Hip Hop/Rap,N.W.A.,Straight Outta Compt,"And when I see the punk pass, I smile."
338,Hip Hop/Rap,N.W.A.,Straight Outta Compt,To me it's kind of funny
339,Hip Hop/Rap,N.W.A.,Straight Outta Compt,The attitude is showing
340,Hip Hop/Rap,N.W.A.,Straight Outta Compt,Nigga driving
341,Hip Hop/Rap,N.W.A.,Straight Outta Compt,But don't know where the fuck he going.
