,genre,artist,song,lyrics
0,Rock,Black Sabbath,Parano,Finished with my woman because she couldn't help me with my mind. 
1,Rock,Black Sabbath,Parano,People think I'm insane because I am frowning all the time. 
2,Rock,Black Sabbath,Parano,All day long I think of things but nothing seems to satisfy. 
3,Rock,Black Sabbath,Parano,Think I'll lose my mind if I don't find something to pacify... 
5,Rock,Black Sabbath,Parano,"Can you help me, occupy my brain? "
6,Rock,Black Sabbath,Parano,"Oh, yeah... "
8,Rock,Black Sabbath,Parano,I need someone to show me the things in life that I can't find. 
9,Rock,Black Sabbath,Parano,"I can't see the things that make true happiness, I must be blind... "
11,Rock,Black Sabbath,Parano,Make a joke and I will sigh and you will laugh and I will cry. 
12,Rock,Black Sabbath,Parano,Happiness I cannot feel like love to me is so unreal... 
14,Rock,Black Sabbath,Parano,And so as you hear these words telling you now of my state. 
15,Rock,Black Sabbath,Parano,"I tell you to enjoy life, I wish I could but it's too late..."
17,Rock,Nirvana,Smells Like Teen Spirit,Load up on guns and bring your friends
18,Rock,Nirvana,Smells Like Teen Spirit,It's fun to lose and to pretend
19,Rock,Nirvana,Smells Like Teen Spirit,She's over-bored and self-assured
20,Rock,Nirvana,Smells Like Teen Spirit,"Oh no, I know a dirty word"
22,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
23,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
24,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
25,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello"
27,Rock,Nirvana,Smells Like Teen Spirit,"With the lights out, it's less dangerous"
28,Rock,Nirvana,Smells Like Teen Spirit,"Here we are now, entertain us"
29,Rock,Nirvana,Smells Like Teen Spirit,I feel stupid and contagious
30,Rock,Nirvana,Smells Like Teen Spirit,"Here we are now, entertain us"
32,Rock,Nirvana,Smells Like Teen Spirit,"A mulatto, an albino"
33,Rock,Nirvana,Smells Like Teen Spirit,"A mosquito, my libido"
34,Rock,Nirvana,Smells Like Teen Spirit,"Yeah, hey, yay"
36,Rock,Nirvana,Smells Like Teen Spirit,I'm worse at what I do best
37,Rock,Nirvana,Smells Like Teen Spirit,And for this gift I feel blessed
38,Rock,Nirvana,Smells Like Teen Spirit,Our little group has always been
39,Rock,Nirvana,Smells Like Teen Spirit,And always will until the end
41,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
42,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
43,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
44,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello"
46,Rock,Nirvana,Smells Like Teen Spirit,"With the lights out, it's less dangerous"
47,Rock,Nirvana,Smells Like Teen Spirit,"Here we are now, entertain us"
48,Rock,Nirvana,Smells Like Teen Spirit,I feel stupid and contagious
49,Rock,Nirvana,Smells Like Teen Spirit,"Here we are now, entertain us"
51,Rock,Nirvana,Smells Like Teen Spirit,"A mulatto, an albino"
52,Rock,Nirvana,Smells Like Teen Spirit,"A mosquito, my libido"
53,Rock,Nirvana,Smells Like Teen Spirit,"Yeah, hey, yay"
55,Rock,Nirvana,Smells Like Teen Spirit,And I forget just why I taste
56,Rock,Nirvana,Smells Like Teen Spirit,"Oh yeah, I guess it makes me smile"
57,Rock,Nirvana,Smells Like Teen Spirit,"I found it hard, it's hard to find"
58,Rock,Nirvana,Smells Like Teen Spirit,"<span class=""iComment"" data-chunk-id=""6047"" href=""http://www.songlyrics.com/annot-6047"">Oh well, whatever, nevermind</span>"
60,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
61,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
62,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello, how low?"
63,Rock,Nirvana,Smells Like Teen Spirit,"Hello, hello, hello"
65,Rock,Nirvana,Smells Like Teen Spirit,"With the lights out, it's less dangerous"
66,Rock,Nirvana,Smells Like Teen Spirit,"Here we are now, entertain us"
67,Rock,Nirvana,Smells Like Teen Spirit,I feel stupid and contagious
68,Rock,Nirvana,Smells Like Teen Spirit,"Here we are now, entertain us"
70,Rock,Nirvana,Smells Like Teen Spirit,"A mulatto, an albino"
71,Rock,Nirvana,Smells Like Teen Spirit,"A mosquito, my libido"
73,Rock,Nirvana,Smells Like Teen Spirit,"A denial, a denial"
74,Rock,Nirvana,Smells Like Teen Spirit,"A denial, a denial"
75,Rock,Nirvana,Smells Like Teen Spirit,"A denial, a denial"
76,Rock,Nirvana,Smells Like Teen Spirit,"A denial, a denial"
77,Rock,Nirvana,Smells Like Teen Spirit,A denial
79,Rock,Santana,Whole Lotta Lo,"You need coolin', baby I'm not foolin'"
80,Rock,Santana,Whole Lotta Lo,I'm gonna send you back to schoolin'
81,Rock,Santana,Whole Lotta Lo,"Way down inside honey, you need it"
82,Rock,Santana,Whole Lotta Lo,I'm gonna give you my love
83,Rock,Santana,Whole Lotta Lo,I'm gonna give you my love
85,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
86,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
87,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
88,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
89,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
91,Rock,Santana,Whole Lotta Lo,"You've been learnin', baby I bean learnin'"
92,Rock,Santana,Whole Lotta Lo,"All them good times, baby, baby I've been yearnin'"
93,Rock,Santana,Whole Lotta Lo,"Way, way down inside honey, you need it"
94,Rock,Santana,Whole Lotta Lo,I'm gonna give you my love
95,Rock,Santana,Whole Lotta Lo,I'm gonna give you my love
97,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
98,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
99,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
100,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
101,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
103,Rock,Santana,Whole Lotta Lo,"You've been coolin', baby I've been droolin'"
104,Rock,Santana,Whole Lotta Lo,"All the good times, baby I've been misusin'"
105,Rock,Santana,Whole Lotta Lo,"Way, way down inside, I'm gonna give you my love"
106,Rock,Santana,Whole Lotta Lo,I'm gonna give you every inch of my love
107,Rock,Santana,Whole Lotta Lo,Gonna give you my love
109,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
110,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
111,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
112,Rock,Santana,Whole Lotta Lo,Wanna whole lotta love
114,Rock,Santana,Whole Lotta Lo,"Way, way down inside, woman you need love"
116,Rock,Santana,Whole Lotta Lo,"Shake for me, girl"
117,Rock,Santana,Whole Lotta Lo,I wanna be your back door man
118,Rock,Santana,Whole Lotta Lo,"Keep it coolin', baby"
119,Rock,Santana,Whole Lotta Lo,"Keep it coolin', baby"
120,Rock,Santana,Whole Lotta Lo,"Keep it coolin', baby"
122,Rock,Aerosmith,Walk This Way [Liv,"Backstroker, lover always hidin' 'neath the covers"
123,Rock,Aerosmith,Walk This Way [Liv,'Till you talked to my daddy he say
124,Rock,Aerosmith,Walk This Way [Liv,He said you ain't seen nothin' 'till you're down on a muffin
125,Rock,Aerosmith,Walk This Way [Liv,Then you're sure to be a changin' your way
127,Rock,Aerosmith,Walk This Way [Liv,I met a cheerleader was a real young bleeder
128,Rock,Aerosmith,Walk This Way [Liv,Oh the times I could reminisce
129,Rock,Aerosmith,Walk This Way [Liv,Oh the best thing a lover wit her sister and her cousin
130,Rock,Aerosmith,Walk This Way [Liv,"Started with a little kiss, like this"
132,Rock,Aerosmith,Walk This Way [Liv,Seesaw swingin' with the boys in the school
133,Rock,Aerosmith,Walk This Way [Liv,With your feet flyin' up in the air
134,Rock,Aerosmith,Walk This Way [Liv,Singin' hey diddle diddle
135,Rock,Aerosmith,Walk This Way [Liv,With your kitty in the middle of the swing like I didn't care
137,Rock,Aerosmith,Walk This Way [Liv,So I took a big chance at the high school dance
138,Rock,Aerosmith,Walk This Way [Liv,Missy who was ready to play
139,Rock,Aerosmith,Walk This Way [Liv,Wasn't me she was foolin' she knew what she was doin'
140,Rock,Aerosmith,Walk This Way [Liv,"Told me how to walk this way, told me to"
142,Rock,Aerosmith,Walk This Way [Liv,"Walk this way, talk this way"
143,Rock,Aerosmith,Walk This Way [Liv,"Walk this way, talk this way"
144,Rock,Aerosmith,Walk This Way [Liv,She told me to
145,Rock,Aerosmith,Walk This Way [Liv,"Walk this way, talk this way"
146,Rock,Aerosmith,Walk This Way [Liv,"Walk this way, talk this way"
148,Rock,Aerosmith,Walk This Way [Liv,Well just gimme a
149,Rock,Aerosmith,Walk This Way [Liv,Like this
151,Rock,Aerosmith,Walk This Way [Liv,Schoolgirl sweetie with a classy little sassy
152,Rock,Aerosmith,Walk This Way [Liv,Got her skirt climbin' way up her knee
153,Rock,Aerosmith,Walk This Way [Liv,There was three young ladies in the school gym locker
154,Rock,Aerosmith,Walk This Way [Liv,When I noticed they was lookin' at moi
156,Rock,Aerosmith,Walk This Way [Liv,Was a high school loser never made it with a lady
157,Rock,Aerosmith,Walk This Way [Liv,'Till the boys told me somethin' I missed
158,Rock,Aerosmith,Walk This Way [Liv,Then a next door neighbor with a daughter had a favor
159,Rock,Aerosmith,Walk This Way [Liv,"I gave her just a little kiss, like this"
161,Rock,Aerosmith,Walk This Way [Liv,Seesaw swingin' with the boys in the school
162,Rock,Aerosmith,Walk This Way [Liv,With your feet flyin' up in the air
163,Rock,Aerosmith,Walk This Way [Liv,Singin' hey diddle diddy aa diddle diddle
164,Rock,Aerosmith,Walk This Way [Liv,Like you didn't care
166,Rock,Aerosmith,Walk This Way [Liv,So I took a big chance at the high school dance
167,Rock,Aerosmith,Walk This Way [Liv,Missy who was ready to play
168,Rock,Aerosmith,Walk This Way [Liv,Wasn't me she was foolin' she knew what she was doin'
169,Rock,Aerosmith,Walk This Way [Liv,"Told me how to walk this way, told me to"
171,Rock,Aerosmith,Walk This Way [Liv,"Walk this way, walk this way"
172,Rock,Aerosmith,Walk This Way [Liv,"Walk this way, walk this way"
173,Rock,Aerosmith,Walk This Way [Liv,"Walk this way, walk this way"
174,Rock,Aerosmith,Walk This Way [Liv,Walk this way
176,Rock,Aerosmith,Walk This Way [Liv,Just gimme a kiss
177,Rock,Aerosmith,Walk This Way [Liv,Like this
179,Rock,Aerosmith,Walk This Way [Liv,"Yeah, yeah, yeah"
181,Rock,Deep Purple,Smoke On the Wat,We all came out to Montreux
182,Rock,Deep Purple,Smoke On the Wat,On the Lake Geneva shoreline
183,Rock,Deep Purple,Smoke On the Wat,To make records with a mobile
184,Rock,Deep Purple,Smoke On the Wat,We didn't have much time
186,Rock,Deep Purple,Smoke On the Wat,Frank Zappa and the mothers
187,Rock,Deep Purple,Smoke On the Wat,Were at the best place around
188,Rock,Deep Purple,Smoke On the Wat,But some stupid with a flare gun
189,Rock,Deep Purple,Smoke On the Wat,Burned the place to the ground
191,Rock,Deep Purple,Smoke On the Wat,Smoke on the water
192,Rock,Deep Purple,Smoke On the Wat,Fire in the sky
193,Rock,Deep Purple,Smoke On the Wat,Smoke on the water
195,Rock,Deep Purple,Smoke On the Wat,They burned down the gambling house
196,Rock,Deep Purple,Smoke On the Wat,It died with an awful sound
197,Rock,Deep Purple,Smoke On the Wat,Funky Claude was running in and out
198,Rock,Deep Purple,Smoke On the Wat,Pulling kids out the ground
200,Rock,Deep Purple,Smoke On the Wat,When it all was over
201,Rock,Deep Purple,Smoke On the Wat,We had to find another place
202,Rock,Deep Purple,Smoke On the Wat,But swiss time was running out
203,Rock,Deep Purple,Smoke On the Wat,It seemed that we would lose the race
205,Rock,Deep Purple,Smoke On the Wat,Smoke on the water
206,Rock,Deep Purple,Smoke On the Wat,Fire in the sky
207,Rock,Deep Purple,Smoke On the Wat,Smoke on the water
209,Rock,Deep Purple,Smoke On the Wat,We ended up at the Grand Hotel
210,Rock,Deep Purple,Smoke On the Wat,It was empty cold and bare
211,Rock,Deep Purple,Smoke On the Wat,But with the rolling truck stones thing just outside
212,Rock,Deep Purple,Smoke On the Wat,Just making our music there
214,Rock,Deep Purple,Smoke On the Wat,With a few red lights and a few old beds
215,Rock,Deep Purple,Smoke On the Wat,We made a place to sweat
216,Rock,Deep Purple,Smoke On the Wat,No matter what we get out of this
217,Rock,Deep Purple,Smoke On the Wat,"I know, I know we'll never forget"
219,Rock,Deep Purple,Smoke On the Wat,Smoke on the water
220,Rock,Deep Purple,Smoke On the Wat,Fire in the sky
221,Rock,Deep Purple,Smoke On the Wat,Smoke on the water
223,Rock,Van Halen,Runnin' with the Dev,"Yeah, yeah, ah, yeah"
224,Rock,Van Halen,Runnin' with the Dev,I live my life like there's no tomorrow
225,Rock,Van Halen,Runnin' with the Dev,"And all I've got, I had to steal"
226,Rock,Van Halen,Runnin' with the Dev,Least I don't need to beg or borrow
227,Rock,Van Halen,Runnin' with the Dev,Yes I'm livin' at a pace that kills
229,Rock,Van Halen,Runnin' with the Dev,"Ooh, yeah"
230,Rock,Van Halen,Runnin' with the Dev,  (Ahh)
231,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
232,Rock,Van Halen,Runnin' with the Dev,"  (Ahh-hah, yeah)"
233,Rock,Van Halen,Runnin' with the Dev,  (Woo-hoo-oo)
234,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
235,Rock,Van Halen,Runnin' with the Dev,"Yes I'm, yeah, hoo"
237,Rock,Van Halen,Runnin' with the Dev,"Ooh, you know I"
238,Rock,Van Halen,Runnin' with the Dev,I found the simple life ain't so simple
239,Rock,Van Halen,Runnin' with the Dev,"When I jumped out, on that road"
240,Rock,Van Halen,Runnin' with the Dev,"I got no love, no love you'd call real"
241,Rock,Van Halen,Runnin' with the Dev,"Ain't got nobody, waitin' at home"
243,Rock,Van Halen,Runnin' with the Dev,"(Ahh, yeah)"
244,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
245,Rock,Van Halen,Runnin' with the Dev,"  (Hold on, hold on I'm runnin' ah yeah)"
246,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
247,Rock,Van Halen,Runnin' with the Dev," (Ooh ooh, one more time)"
249,Rock,Van Halen,Runnin' with the Dev,  (Ha-yeah)
250,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
251,Rock,Van Halen,Runnin' with the Dev,"  (Oh, yeah, ya-yeah)"
252,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
253,Rock,Van Halen,Runnin' with the Dev,"  (Woo, woo)"
254,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
255,Rock,Van Halen,Runnin' with the Dev,  (I'll tell you about it)
257,Rock,Van Halen,Runnin' with the Dev,"I found the simple life, it's so simple"
258,Rock,Van Halen,Runnin' with the Dev,"When I jumped out, on that road"
259,Rock,Van Halen,Runnin' with the Dev,"I got no love, no love you'd call real"
260,Rock,Van Halen,Runnin' with the Dev,"Ain't got nobody, waitin' at home"
262,Rock,Van Halen,Runnin' with the Dev,  (Ha-yeah)
263,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
264,Rock,Van Halen,Runnin' with the Dev,"  (Oh, yeah)"
265,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
266,Rock,Van Halen,Runnin' with the Dev,"  (Ah-ha, yeah, ah-ha, yeah, ah-hah, yeah)"
267,Rock,Van Halen,Runnin' with the Dev,Runnin' with the Devil
269,Rock,Motorhead,Ace Of Spad,Motorhead
270,Rock,Motorhead,Ace Of Spad,Miscellaneous
271,Rock,Motorhead,Ace Of Spad,Ace Of Spades
272,Rock,Motorhead,Ace Of Spad,"""Ace of Spades""  by Motorhead"
274,Rock,Motorhead,Ace Of Spad,"If you like to gamble, I tell you I'm your man"
275,Rock,Motorhead,Ace Of Spad,"you win some, lose some, it's all the same to me"
276,Rock,Motorhead,Ace Of Spad,"The pleasure is to play, it makes no difference what you say"
277,Rock,Motorhead,Ace Of Spad,"I don't share your greed, the only card I need is"
278,Rock,Motorhead,Ace Of Spad,the Ace of Spades
279,Rock,Motorhead,Ace Of Spad,the Ace of Spades
281,Rock,Motorhead,Ace Of Spad,"Playin' for the high one, dancin' with the devil"
282,Rock,Motorhead,Ace Of Spad,"going with the flow, it's all a game to me"
283,Rock,Motorhead,Ace Of Spad,"7 or 11, snake eyes watching you"
284,Rock,Motorhead,Ace Of Spad,"Double up or quit, double stake or split"
285,Rock,Motorhead,Ace Of Spad,the Ace of Spades
286,Rock,Motorhead,Ace Of Spad,the Ace of Spades
288,Rock,Motorhead,Ace Of Spad,You know I'm born to lose
289,Rock,Motorhead,Ace Of Spad,and gamblin's made for fools
290,Rock,Motorhead,Ace Of Spad,But that's the way I like it baby
291,Rock,Motorhead,Ace Of Spad,I don't want to live forever
293,Rock,Motorhead,Ace Of Spad,and don't forget the joker
295,Rock,Motorhead,Ace Of Spad,"Pushing up the ante, I know you got to see me"
296,Rock,Motorhead,Ace Of Spad,"read 'em and weep, the dead man's hand again"
297,Rock,Motorhead,Ace Of Spad,"I see it in your eyes, take one look and die"
298,Rock,Motorhead,Ace Of Spad,"The only thing you see, you know it's gonna be"
299,Rock,Motorhead,Ace Of Spad,the Ace of Spades
300,Rock,Motorhead,Ace Of Spad,the Ace of Spades
302,Rock,METALLICA,Enter Sandm,Say your prayers little one
303,Rock,METALLICA,Enter Sandm,Don't forget my son
304,Rock,METALLICA,Enter Sandm,To include everyone
305,Rock,METALLICA,Enter Sandm,"I tuck you in, warm within"
306,Rock,METALLICA,Enter Sandm,Keep you free from sin
307,Rock,METALLICA,Enter Sandm,"'Til the sandman, he comes, yeah"
309,Rock,METALLICA,Enter Sandm,Sleep with one eye open
310,Rock,METALLICA,Enter Sandm,Grippin' your pillow tight
312,Rock,METALLICA,Enter Sandm,Exit light
313,Rock,METALLICA,Enter Sandm,Enter night
314,Rock,METALLICA,Enter Sandm,Take my hand
315,Rock,METALLICA,Enter Sandm,"Off to never, never land"
317,Rock,METALLICA,Enter Sandm,"Something's wrong, shut the light"
318,Rock,METALLICA,Enter Sandm,Heavy thoughts tonight
319,Rock,METALLICA,Enter Sandm,And they aren't of snow white
320,Rock,METALLICA,Enter Sandm,"Dreams of war, dreams of liars"
321,Rock,METALLICA,Enter Sandm,Dreams of dragons fire
322,Rock,METALLICA,Enter Sandm,"And of things that will bite, yeah"
324,Rock,METALLICA,Enter Sandm,Sleep with one eye open
325,Rock,METALLICA,Enter Sandm,Grippin' your pillow tight
327,Rock,METALLICA,Enter Sandm,Exit light
328,Rock,METALLICA,Enter Sandm,Enter night
329,Rock,METALLICA,Enter Sandm,Take my hand
330,Rock,METALLICA,Enter Sandm,"Off to never, never land"
332,Rock,METALLICA,Enter Sandm,Now I lay me down to sleep
333,Rock,METALLICA,Enter Sandm,Now I lay me down to sleep
334,Rock,METALLICA,Enter Sandm,Pray the Lord my soul to keep
335,Rock,METALLICA,Enter Sandm,Pray the Lord my soul to keep
337,Rock,METALLICA,Enter Sandm,If I die before I wake
338,Rock,METALLICA,Enter Sandm,If I die before I wake
339,Rock,METALLICA,Enter Sandm,Pray the lord my soul to take
340,Rock,METALLICA,Enter Sandm,Pray the lord my soul to take
342,Rock,METALLICA,Enter Sandm,"Hush little baby, don't say a word"
343,Rock,METALLICA,Enter Sandm,And never mind that noise you heard
344,Rock,METALLICA,Enter Sandm,It's just the beasts under your bed
345,Rock,METALLICA,Enter Sandm,"In your closet, in your head"
347,Rock,METALLICA,Enter Sandm,Exit light
348,Rock,METALLICA,Enter Sandm,Enter night
349,Rock,METALLICA,Enter Sandm,Grain of sand
351,Rock,METALLICA,Enter Sandm,Exit light
352,Rock,METALLICA,Enter Sandm,Enter night
353,Rock,METALLICA,Enter Sandm,Take my hand
354,Rock,METALLICA,Enter Sandm,"Off to never, never land"
356,Rock,METALLICA,Enter Sandm,"We're off to never, never land"
357,Rock,METALLICA,Enter Sandm,  (Take my hand)
358,Rock,METALLICA,Enter Sandm,"We're off to never, never land"
359,Rock,METALLICA,Enter Sandm,  (Take my hand)
360,Rock,METALLICA,Enter Sandm,"We're off to never, never land"
362,Rock,The Who,Won't Get Fooled Aga,We do not have the lyrics for Won't Get Fooled Again yet.
363,Rock,Twisted Sister,I Wanna Ro,I wanna rock
364,Rock,Twisted Sister,I Wanna Ro,(Rock)
365,Rock,Twisted Sister,I Wanna Ro,I wanna rock
366,Rock,Twisted Sister,I Wanna Ro,(Rock)
367,Rock,Twisted Sister,I Wanna Ro,I wanna rock
368,Rock,Twisted Sister,I Wanna Ro,(Rock)
369,Rock,Twisted Sister,I Wanna Ro,I wanna rock
370,Rock,Twisted Sister,I Wanna Ro,(Rock)
372,Rock,Twisted Sister,I Wanna Ro,Turn it down you say
373,Rock,Twisted Sister,I Wanna Ro,"Well, all I got to say to you is"
374,Rock,Twisted Sister,I Wanna Ro,"Time and time again I say, ""No"""
375,Rock,Twisted Sister,I Wanna Ro,"No, no, no, no, no, no"
377,Rock,Twisted Sister,I Wanna Ro,Tell me not to play
378,Rock,Twisted Sister,I Wanna Ro,"Well, all I got to say to you"
379,Rock,Twisted Sister,I Wanna Ro,"When you tell me not to play, I say, ""No"""
380,Rock,Twisted Sister,I Wanna Ro,"No, no, no, no, no, no"
382,Rock,Twisted Sister,I Wanna Ro,"So, if you ask me why I like the way I play it"
383,Rock,Twisted Sister,I Wanna Ro,There's only one thing I can say to you
385,Rock,Twisted Sister,I Wanna Ro,I wanna rock
386,Rock,Twisted Sister,I Wanna Ro,(Rock)
387,Rock,Twisted Sister,I Wanna Ro,I wanna rock
388,Rock,Twisted Sister,I Wanna Ro,(Rock)
389,Rock,Twisted Sister,I Wanna Ro,I wanna rock
390,Rock,Twisted Sister,I Wanna Ro,(Rock)
391,Rock,Twisted Sister,I Wanna Ro,I wanna rock
392,Rock,Twisted Sister,I Wanna Ro,(Rock)
394,Rock,Twisted Sister,I Wanna Ro,There's a feelin' that I get from nothin' else
395,Rock,Twisted Sister,I Wanna Ro,And there ain't nothin' in the world
396,Rock,Twisted Sister,I Wanna Ro,That makes me go
397,Rock,Twisted Sister,I Wanna Ro,"Go, go, go, go, go, go"
399,Rock,Twisted Sister,I Wanna Ro,Turn the power up
400,Rock,Twisted Sister,I Wanna Ro,I've waited for so long
401,Rock,Twisted Sister,I Wanna Ro,So I could hear my favorite song so let's go
402,Rock,Twisted Sister,I Wanna Ro,"Go, go, go, go, go, go"
404,Rock,Twisted Sister,I Wanna Ro,"When it's like this, I feel the music shootin' through me"
405,Rock,Twisted Sister,I Wanna Ro,There's nothin' else that I would rather do
407,Rock,Twisted Sister,I Wanna Ro,I wanna rock
408,Rock,Twisted Sister,I Wanna Ro,(Rock)
409,Rock,Twisted Sister,I Wanna Ro,I wanna rock
410,Rock,Twisted Sister,I Wanna Ro,(Rock)
411,Rock,Twisted Sister,I Wanna Ro,I wanna rock
412,Rock,Twisted Sister,I Wanna Ro,(Rock)
413,Rock,Twisted Sister,I Wanna Ro,I wanna rock
414,Rock,Twisted Sister,I Wanna Ro,(Rock)
416,Rock,Twisted Sister,I Wanna Ro,I wanna rock
417,Rock,Twisted Sister,I Wanna Ro,(Rock)
418,Rock,Twisted Sister,I Wanna Ro,Rock
419,Rock,Twisted Sister,I Wanna Ro,(Rock)
420,Rock,Twisted Sister,I Wanna Ro,Rock
421,Rock,Twisted Sister,I Wanna Ro,(Rock)
423,Rock,Twisted Sister,I Wanna Ro,I wanna rock
424,Rock,Twisted Sister,I Wanna Ro,(Rock)
425,Rock,Twisted Sister,I Wanna Ro,Rock
426,Rock,Twisted Sister,I Wanna Ro,(Rock)
427,Rock,Twisted Sister,I Wanna Ro,Rock
428,Rock,Twisted Sister,I Wanna Ro,(Rock)
430,Rock,Twisted Sister,I Wanna Ro,I wanna rock
431,Rock,Twisted Sister,I Wanna Ro,(Rock)
432,Rock,Twisted Sister,I Wanna Ro,Rock
433,Rock,Twisted Sister,I Wanna Ro,(Rock)
434,Rock,Twisted Sister,I Wanna Ro,Rock
435,Rock,Twisted Sister,I Wanna Ro,(Rock)
437,Rock,Twisted Sister,I Wanna Ro,I wanna rock
438,Rock,Twisted Sister,I Wanna Ro,(Rock)
439,Rock,Twisted Sister,I Wanna Ro,Rock
440,Rock,Twisted Sister,I Wanna Ro,(Rock)
441,Rock,Twisted Sister,I Wanna Ro,Rock
442,Rock,Twisted Sister,I Wanna Ro,(Rock)
443,Rock,Twisted Sister,I Wanna Ro,I wanna rock
445,Rock,Twisted Sister,I Wanna Ro,I wanna rock
446,Rock,Twisted Sister,I Wanna Ro,(Rock)
447,Rock,Twisted Sister,I Wanna Ro,I wanna rock
448,Rock,Twisted Sister,I Wanna Ro,(Rock)
449,Rock,Twisted Sister,I Wanna Ro,I wanna rock
450,Rock,Twisted Sister,I Wanna Ro,(Rock)
451,Rock,Twisted Sister,I Wanna Ro,I wanna rock
452,Rock,Twisted Sister,I Wanna Ro,(Rock)
454,Rock,Twisted Sister,I Wanna Ro,I wanna rock
455,Rock,Twisted Sister,I Wanna Ro,(Rock)
456,Rock,Twisted Sister,I Wanna Ro,Rock
457,Rock,Twisted Sister,I Wanna Ro,(Rock)
458,Rock,Twisted Sister,I Wanna Ro,Rock
459,Rock,Twisted Sister,I Wanna Ro,(Rock)
461,Rock,Twisted Sister,I Wanna Ro,I wanna rock
462,Rock,Twisted Sister,I Wanna Ro,(Rock)
463,Rock,Twisted Sister,I Wanna Ro,Rock
464,Rock,Twisted Sister,I Wanna Ro,(Rock)
465,Rock,Twisted Sister,I Wanna Ro,Rock
466,Rock,Twisted Sister,I Wanna Ro,(Rock)
468,Rock,Twisted Sister,I Wanna Ro,I wanna rock
469,Rock,Twisted Sister,I Wanna Ro,(Rock)
470,Rock,Twisted Sister,I Wanna Ro,Rock
471,Rock,Twisted Sister,I Wanna Ro,(Rock)
472,Rock,Twisted Sister,I Wanna Ro,Rock
473,Rock,Twisted Sister,I Wanna Ro,(Rock)
475,Rock,Twisted Sister,I Wanna Ro,I wanna rock
476,Rock,Twisted Sister,I Wanna Ro,(Rock)
477,Rock,Twisted Sister,I Wanna Ro,Rock
478,Rock,Twisted Sister,I Wanna Ro,(Rock)
479,Rock,Twisted Sister,I Wanna Ro,Rock
480,Rock,Twisted Sister,I Wanna Ro,(Rock)
481,Rock,Twisted Sister,I Wanna Ro,I wanna rock
483,Rock,Iron Maiden,Run to the Hil,White man came across the sea
484,Rock,Iron Maiden,Run to the Hil,He brought us pain and misery
485,Rock,Iron Maiden,Run to the Hil,"He killed our tribes, he killed our creed"
486,Rock,Iron Maiden,Run to the Hil,He took our game for his own need
487,Rock,Iron Maiden,Run to the Hil,"We fought him hard, we fought him well"
488,Rock,Iron Maiden,Run to the Hil,"Out on the plains, we gave him hell"
489,Rock,Iron Maiden,Run to the Hil,"But many came, too much for Cree"
490,Rock,Iron Maiden,Run to the Hil,"Oh, will we ever be set free?"
491,Rock,Iron Maiden,Run to the Hil,Riding through dust clouds and barren wastes
492,Rock,Iron Maiden,Run to the Hil,Galloping hard on the plains
493,Rock,Iron Maiden,Run to the Hil,Chasing the redskins back to their holes
494,Rock,Iron Maiden,Run to the Hil,Fighting them at their own game
495,Rock,Iron Maiden,Run to the Hil,"Murder for freedom, a stab in the back"
496,Rock,Iron Maiden,Run to the Hil,Women and children and cowards attack
497,Rock,Iron Maiden,Run to the Hil,Run to the hills
499,Rock,Iron Maiden,Run to the Hil,Run for your lives
500,Rock,Iron Maiden,Run to the Hil,Run to the hills
501,Rock,Iron Maiden,Run to the Hil,Run for your lives
